name,team,year,season,rank,age,games,starts,reg_minutes,fg,fga,fg_percent,three_made,three_attempts,three_pct,two_made,two_attemtps,two_pct,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,off_rating,def_rating,efficiency_rating,adj_fg_pct,three_rate,ft_rate,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usage,win_share,win_share_per_48,war
Chuck Nevitt,Chicago Bulls,1992,Regular,16,32,4,0,9,5.6,16.9,0.333,0,0,NA,5.6,16.9,0.333,0,0,NA,0,5.6,5.6,5.6,0,0,16.9,11.3,11.3,40,109,-13.6,0.333,0,0,0,12.5,6.4,13.8,0,0,50,28.8,-0.1,-0.467,0
Scottie Pippen,Chicago Bulls,1993,Regular,1,27,81,81,3123,10.4,22.1,0.473,0.4,1.5,0.237,10.1,20.5,0.491,3.9,5.8,0.663,3.4,6.9,10.3,8.4,2.9,1.2,4.1,3.6,25.1,108,104,19.2,0.51,0.07,0.264,7.3,16,11.5,24,2.9,1.6,14.2,23.9,8.6,0.132,13.5
Michael Jordan,Chicago Bulls,1993,Regular,2,29,78,78,3067,16.8,33.9,0.495,1.4,3.9,0.352,15.4,30,0.514,8.1,9.6,0.837,2.3,6.5,8.8,7.2,3.7,1,3.5,3.2,43,119,102,29.7,0.564,0.115,0.284,4.9,15.1,9.8,25.2,3.7,1.3,8.4,34.7,17.2,0.27,24.03
Horace Grant,Chicago Bulls,1993,Regular,3,27,77,77,2745,8,15.7,0.508,0,0.1,0.2,7.9,15.6,0.51,3.3,5.3,0.619,6.4,7.3,13.8,3.8,1.7,1.8,2.1,4.1,19.2,118,105,17.5,0.534,0.006,0.339,13.9,16.9,15.3,10.1,1.7,2.3,10.4,16.7,9.1,0.159,10.530000000000001
B.J. Armstrong,Chicago Bulls,1993,Regular,4,25,82,74,2492,8.5,17,0.499,1.3,2.9,0.453,7.2,14.1,0.508,2.7,3.1,0.861,0.6,2.5,3.1,6.9,1.4,0.1,1.7,3.5,21,123,111,14.7,0.57,0.17,0.185,1.2,5.8,3.4,18.6,1.4,0.2,8.6,16.8,7.5,0.144,1.89
Scott Williams,Chicago Bulls,1993,Regular,5,24,71,5,1369,6.3,13.5,0.466,0,0.3,0,6.3,13.2,0.476,3.4,4.8,0.714,6.4,10.7,17.1,2.6,2.1,2.5,2.8,8.7,16,110,101,14.6,0.513,0.02,0.354,13.7,24.7,19,6.6,2.1,3.2,15.1,15.3,3.9,0.136,2.16
Bill Cartwright,Chicago Bulls,1993,Regular,6,35,63,63,1253,5.8,14.2,0.411,0,0,NA,5.8,14.2,0.411,3,4.1,0.735,3.4,6.2,9.7,3.4,0.8,0.4,2.6,6.4,14.7,100,109,8.3,0.458,0,0.286,7.4,14.3,10.7,8.7,0.8,0.5,13.8,15.5,1.2,0.048,-1.89
Stacey King,Chicago Bulls,1993,Regular,7,26,76,3,1059,7.8,16.7,0.471,0.1,0.3,0.333,7.7,16.4,0.473,4.2,6,0.705,5.1,5,10.1,3.5,1.3,1,3.4,6.3,20,107,108,12.8,0.518,0.018,0.359,11.1,11.5,11.3,9.2,1.3,1.3,15.1,18.9,1.9,0.088,-0.27
John Paxson,Chicago Bulls,1993,Regular,8,32,59,8,1030,5.3,11.7,0.451,1,2.1,0.463,4.3,9.7,0.448,0.9,1,0.85,0.5,2,2.4,6.9,1.9,0.1,1.6,5,12.4,114,110,9.3,0.509,0.176,0.086,1,4.5,2.7,17.1,1.9,0.1,11.4,11.5,1.9,0.087,-1.35
Rodney McCray,Chicago Bulls,1993,Regular,9,31,64,5,1019,4.7,10.4,0.451,0.1,0.3,0.4,4.6,10.1,0.452,1.8,2.6,0.692,2.7,5.3,8,4.1,0.6,0.8,2.7,5,11.3,101,110,7.6,0.489,0.025,0.255,5.8,12.3,8.9,10.1,0.6,1,18.9,11.9,0.9,0.044,-1.35
Will Perdue,Chicago Bulls,1993,Regular,10,27,72,16,998,7.1,12.8,0.557,0,0.1,0,7.1,12.7,0.559,3.5,5.8,0.604,5.4,9.6,14.9,3.8,1.1,2.4,3.8,7.2,17.7,109,104,14.8,0.578,0.004,0.451,11.5,22,16.6,10,1.1,3.1,20.1,16,2.5,0.12,1.08
Trent Tucker,Chicago Bulls,1993,Regular,11,33,69,0,909,8.2,16.8,0.485,3,7.5,0.397,5.2,9.4,0.555,1,1.3,0.818,0.9,3.1,4.1,4.7,1.4,0.3,1,3.7,20.3,127,110,14.1,0.584,0.444,0.075,2,7.2,4.5,12.5,1.4,0.4,5.6,15.4,2.8,0.15,0.54
Darrell Walker,Chicago Bulls,1993,Regular,12,31,28,0,367,4.4,10.9,0.403,0,0,NA,4.4,10.9,0.403,1.4,2.8,0.5,2.5,3,5.5,6.2,3.3,0.3,1.7,7.2,10.2,103,106,8.9,0.42,0,0.26,5.5,6.8,6.1,15.1,3.3,0.4,12.3,11.5,0.6,0.073,0
Corey Williams,Chicago Bulls,1993,Regular,13,22,35,0,242,6.6,18.2,0.365,0.2,0.6,0.333,6.4,17.6,0.366,3.9,4.7,0.818,4.1,2.6,6.6,4.9,0.9,0.4,2.4,5.1,17.4,102,112,9.3,0.428,0.035,0.259,8.8,5.9,7.4,12.7,0.9,0.6,10.4,18.9,0.2,0.042,-0.54
Ed Nealy,Chicago Bulls,1993,Regular,14,32,11,0,79,6.6,15.1,0.435,0.7,3.3,0.2,5.9,11.8,0.5,1.3,1.3,1,2.6,7.9,10.5,1.3,2,0.7,1.3,3.9,15.1,106,105,10.9,0.482,0.217,0.087,5.6,18.1,11.7,3.4,2,0.8,7.7,14.2,0.2,0.091,-0.27
Joe Courtney,Chicago Bulls,1993,Regular,15,23,5,0,34,6.1,13.7,0.444,0,0,NA,6.1,13.7,0.444,4.6,6.1,0.75,3.1,0,3.1,1.5,3.1,1.5,4.6,13.7,16.8,93,107,5.6,0.511,0,0.444,6.6,0,3.4,3.9,3.1,2,21.8,17.5,0,0.019,0
Jo Jo English,Chicago Bulls,1993,Regular,16,22,6,0,31,5,16.7,0.3,0,5,0,5,11.7,0.429,0,3.3,0,3.3,6.7,10,1.7,5,3.3,6.7,8.4,10,53,97,1.9,0.276,0.3,0.2,7.2,15.4,11.2,4.1,5,4.3,26.9,20.8,-0.1,-0.163,0
Ricky Blanton,Chicago Bulls,1993,Regular,17,26,2,0,13,12,27.9,0.429,0,0,NA,12,27.9,0.429,0,0,NA,8,4,12,4,8,0,4,4,24,96,96,19.3,0.429,0,0,17.2,9.2,13.3,11.9,8,0,12.5,26.6,0,0.088,0
Michael Jordan,Chicago Bulls,1996,Regular,1,32,82,82,3090,15.6,31.5,0.495,1.9,4.4,0.427,13.7,27.1,0.506,9.3,11.2,0.834,2.5,6.7,9.3,6,3.1,0.7,3.4,3.3,42.5,124,100,29.4,0.582,0.141,0.355,5.6,14.9,10.2,21.2,3.1,1,8.4,33.3,20.4,0.317,22.410000000000004
Scottie Pippen,Chicago Bulls,1996,Regular,2,30,77,77,2825,10.5,22.7,0.463,2.8,7.5,0.374,7.7,15.2,0.507,4.1,6,0.679,2.8,6.4,9.3,8.4,2.5,1.1,3.9,3.7,27.9,116,101,21,0.551,0.33,0.266,6.3,14.2,10.2,25.2,2.5,1.5,13.2,24.4,12.3,0.209,17.01
Toni Kukoc,Chicago Bulls,1996,Regular,3,27,81,20,2103,9.7,19.7,0.49,2.2,5.4,0.403,7.5,14.3,0.524,5.2,6.7,0.772,2.9,5.2,8.1,7.2,1.6,0.7,2.9,3.8,26.7,125,104,20.4,0.589,0.274,0.339,6.4,11.5,8.9,21,1.6,1,11.2,21.4,10.1,0.231,9.450000000000001
Dennis Rodman,Chicago Bulls,1996,Regular,4,34,64,57,2088,3.7,7.7,0.48,0.1,0.7,0.111,3.6,7,0.516,1.4,2.7,0.528,9,15,24,4,0.9,0.7,3.5,4.9,8.9,109,98,13.6,0.501,0.089,0.349,19.9,33.2,26.6,10,0.9,1,28.2,10.3,6.2,0.143,7.56
Steve Kerr,Chicago Bulls,1996,Regular,5,30,82,0,1919,6.7,13.2,0.506,3.3,6.5,0.515,3.3,6.7,0.498,2.1,2.3,0.929,0.7,2.3,3,5.3,1.7,0.1,1.2,3,18.9,141,106,15.2,0.663,0.492,0.174,1.5,5.2,3.3,14.1,1.7,0.1,7.5,12.9,8.3,0.208,5.670000000000001
Ron Harper,Chicago Bulls,1996,Regular,6,32,80,80,1886,6.5,14,0.467,0.8,2.9,0.269,5.8,11.1,0.519,2.7,3.9,0.705,2.1,3.9,6,5.8,2.9,0.9,2,3.8,16.6,117,102,14.4,0.528,0.208,0.277,4.6,8.6,6.6,15.5,2.9,1.3,11.5,14.9,6.3,0.161,5.940000000000001
Luc Longley,Chicago Bulls,1996,Regular,7,27,62,62,1641,7.8,16.1,0.482,0,0,NA,7.8,16.1,0.482,2.6,3.3,0.777,3.3,6.9,10.2,3.8,0.7,2.7,3.7,7.2,18.1,103,102,11.9,0.515,0,0.205,7.4,15.2,11.3,10.6,0.7,3.9,17.2,17.8,3.5,0.101,2.16
Bill Wennington,Chicago Bulls,1996,Regular,8,32,71,20,1065,8.4,17,0.493,0,0,1,8.3,16.9,0.491,1.8,2.1,0.86,2.9,5.7,8.6,2.3,1,0.8,1.8,8.5,18.6,111,104,11,0.519,0.003,0.125,6.4,12.7,9.5,6.4,1,1.1,9.3,16.5,2.8,0.125,-0.27
Jud Buechler,Chicago Bulls,1996,Regular,9,27,74,0,740,8,17.2,0.463,2.8,6.4,0.444,5.1,10.8,0.474,1,1.6,0.636,3.2,4.7,7.9,4,2.4,0.5,2.8,5,19.8,113,102,14.1,0.552,0.372,0.091,7.1,10.4,8.7,11.1,2.4,0.7,13.4,17.3,2.3,0.148,1.62
Dickey Simpkins,Chicago Bulls,1996,Regular,10,23,60,12,685,5.9,12.3,0.481,0.1,0.1,1,5.8,12.2,0.478,4.7,7.5,0.629,5.1,6.9,12,2.9,0.7,0.6,4.3,6,16.6,102,104,10.4,0.533,0.006,0.606,11.2,15.3,13.3,7.7,0.7,0.9,21.6,16.7,1.2,0.084,-0.54
Randy Brown,Chicago Bulls,1996,Regular,11,27,68,0,671,6.1,15.1,0.406,0.1,0.9,0.091,6,14.2,0.425,2.2,3.6,0.609,1.3,3.8,5.2,5.7,4.5,0.9,2.4,6.9,14.5,99,98,11.2,0.436,0.057,0.24,3,8.5,5.7,15.1,4.5,1.4,12.7,16,1.5,0.105,0.81
Jason Caffey,Chicago Bulls,1996,Regular,12,22,57,0,545,6.9,15.7,0.438,0,0.1,0,6.9,15.6,0.441,3.9,6.6,0.588,4.9,5.8,10.7,2.3,1.2,0.7,4.6,8.8,17.6,93,104,7.9,0.474,0.006,0.42,10.9,12.8,11.9,6.3,1.2,1,20,19.4,0.4,0.038,-1.08
James Edwards,Chicago Bulls,1996,Regular,13,40,28,0,274,7.9,21.2,0.373,0,0,NA,7.9,21.2,0.373,3.1,5,0.615,2.9,4.8,7.7,2.1,0.2,1.5,4,11.7,18.8,84,106,3.5,0.403,0,0.236,6.4,10.6,8.5,5.9,0.2,2.2,14.7,22.9,-0.2,-0.028,-1.35
John Salley,Chicago Bulls,1996,Regular,14,31,17,0,191,3.3,9.7,0.343,0,0,NA,3.3,9.7,0.343,3.3,5.5,0.6,5.5,6.3,11.9,4.1,2.2,4.1,4.4,10.5,9.9,89,98,8.7,0.411,0,0.571,12.2,14,13.1,10.2,2.2,6,26.8,13.8,0.2,0.062,0.27
Jack Haley,Chicago Bulls,1996,Regular,15,32,1,0,7,15.1,45.2,0.333,0,0,NA,15.1,45.2,0.333,7.5,15.1,0.5,7.5,7.5,15.1,0,0,0,7.5,15.1,37.6,77,105,1.8,0.363,0,0.333,16.7,16.6,16.6,0,0,0,12.7,49.6,0,-0.228,-0.27
Michael Jordan,Chicago Bulls,1997,Regular,1,33,82,82,3106,15.8,32.5,0.486,1.9,5.1,0.374,13.9,27.4,0.507,8.2,9.9,0.833,1.9,6.3,8.3,6,2.4,0.8,2.9,2.7,41.8,121,102,27.8,0.567,0.157,0.304,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,18.3,0.283,18.36
Scottie Pippen,Chicago Bulls,1997,Regular,2,31,82,82,3095,11.2,23.5,0.474,2.7,7.3,0.368,8.5,16.2,0.522,3.5,5,0.701,2.8,6.4,9.2,8,2.7,0.8,3.7,3.7,28.5,115,101,21.3,0.554,0.31,0.213,5.9,13.3,9.7,24.3,2.7,1.1,12.5,24.6,13.1,0.203,18.090000000000003
Dennis Rodman,Chicago Bulls,1997,Regular,3,35,55,54,1947,3.5,7.8,0.448,0.1,0.5,0.263,3.4,7.3,0.461,1.4,2.4,0.568,8.8,15.4,24.2,4.7,0.9,0.5,3,4.7,8.5,111,98,13.9,0.479,0.066,0.308,18.9,32.2,25.6,11.4,0.9,0.7,25.5,10,6,0.148,7.0200000000000005
Steve Kerr,Chicago Bulls,1997,Regular,4,31,82,0,1861,7.1,13.4,0.533,3.2,6.8,0.464,4,6.6,0.604,1.5,1.9,0.806,0.8,2.9,3.7,5,1.9,0.1,1.2,2.8,19,137,106,15.6,0.667,0.507,0.143,1.8,6,3.9,13.5,1.9,0.1,8,12.9,7.5,0.192,5.670000000000001
Ron Harper,Chicago Bulls,1997,Regular,5,33,76,74,1740,5.4,12.4,0.436,2.1,5.8,0.362,3.3,6.7,0.5,1.8,2.5,0.707,1.4,4.5,5.9,5.9,2.6,1.2,1.5,4.2,14.7,120,102,13.6,0.543,0.463,0.202,3,9.4,6.3,15.1,2.6,1.6,10.2,12.6,5.7,0.157,5.670000000000001
Toni Kukoc,Chicago Bulls,1997,Regular,6,28,57,15,1610,9.4,20,0.471,1.7,5,0.331,7.8,15,0.518,4.4,5.8,0.77,3.1,5.5,8.6,8.5,2,1,3,3.2,25,119,103,20.2,0.553,0.25,0.288,6.7,11.5,9.2,24.3,2,1.4,11.8,21.4,6.9,0.204,7.290000000000001
Luc Longley,Chicago Bulls,1997,Regular,7,28,59,59,1472,8,17.6,0.456,0,0.1,0,8,17.5,0.458,3.4,4.3,0.792,4.4,7.6,12,5.1,0.8,2.4,4,6.9,19.5,103,102,13.4,0.499,0.004,0.247,9.4,15.9,12.7,14.1,0.8,3.4,17.1,19.7,3.1,0.103,1.89
Jason Caffey,Chicago Bulls,1997,Regular,8,23,75,19,1405,7.8,14.6,0.532,0,0,0,7.8,14.6,0.534,5.3,8,0.659,5.1,6.3,11.4,3.4,0.9,0.3,3.7,5.7,20.8,112,105,14.3,0.574,0.003,0.548,11,13.1,12.1,9.3,0.9,0.5,16.9,18.3,3.9,0.134,1.08
Randy Brown,Chicago Bulls,1997,Regular,9,28,72,3,1057,7.1,16.8,0.42,0.2,1.1,0.182,6.9,15.7,0.437,2.9,4.2,0.679,1.7,3.9,5.6,6.7,4.1,0.9,2.9,5.9,17.2,102,100,13,0.461,0.066,0.252,3.7,8.1,5.9,18,4.1,1.2,13.6,18.1,2.4,0.107,1.35
Bill Wennington,Chicago Bulls,1997,Regular,10,33,61,19,783,8,16.1,0.498,0,0.1,0,8,16,0.502,3,3.6,0.83,3.1,5.7,8.8,2.8,0.7,0.7,2.1,9,19.1,113,106,11.2,0.538,0.008,0.224,6.7,11.8,9.3,7.7,0.7,1.1,10.6,16.6,2,0.124,-0.54
Jud Buechler,Chicago Bulls,1997,Regular,11,28,76,0,703,4.4,12,0.367,1.4,4.1,0.333,3,7.9,0.385,0.4,1.1,0.357,3.4,6.1,9.6,4.6,1.7,1.6,2,3.8,10.5,101,103,9.8,0.423,0.342,0.089,7.3,12.8,10.1,11.4,1.7,2.2,14.1,12.1,1.2,0.082,0.54
Robert Parish,Chicago Bulls,1997,Regular,12,43,43,3,406,9.2,18.8,0.49,0,0,NA,9.2,18.8,0.49,2.8,4.1,0.677,5.5,6.2,11.7,2.9,0.8,2.5,3.7,5.3,21.2,104,104,14.3,0.514,0,0.217,11.9,12.9,12.4,8.2,0.8,3.5,15.2,20.3,0.9,0.101,0
Dickey Simpkins,Chicago Bulls,1997,Regular,13,24,48,0,395,4.2,12.6,0.333,0.1,0.5,0.25,4.1,12,0.337,3.8,5.4,0.7,4.9,7.6,12.4,4.2,0.7,0.7,4.7,5.9,12.3,87,105,6.5,0.411,0.043,0.43,10.5,15.8,13.2,10.4,0.7,1,24,16.4,0.1,0.006,-0.81
Bison Dele,Chicago Bulls,1997,Regular,14,27,9,0,138,10.1,24.4,0.413,0,0,NA,10.1,24.4,0.413,4.3,5.8,0.733,5.4,7.3,12.8,4.6,1.2,1.9,4.3,7.7,24.4,98,102,13.7,0.453,0,0.238,11.6,15.3,13.5,13.5,1.2,2.7,13.6,26.1,0.2,0.073,0
Matt Steigenga,Chicago Bulls,1997,Regular,15,26,2,0,12,4.4,17.8,0.25,0,8.9,0,4.4,8.9,0.5,4.4,8.9,0.5,0,13.3,13.3,8.9,4.4,4.4,8.9,4.4,13.3,62,89,7,0.307,0.5,0.5,0,27.8,14.1,22.3,4.4,6.3,29.1,25.6,0,-0.126,0
Michael Jordan,Chicago Bulls,1998,Regular,1,34,82,82,3181,14.9,32.1,0.465,0.5,2.1,0.238,14.4,30,0.482,9.6,12.2,0.784,2.2,5.8,8.1,4.8,2.4,0.8,3.1,2.6,40,114,100,25.2,0.533,0.067,0.381,4.7,12.5,8.5,18,2.4,1,7.7,33.7,15.8,0.238,14.31
Dennis Rodman,Chicago Bulls,1998,Regular,2,36,80,66,2856,2.9,6.8,0.431,0.1,0.4,0.174,2.9,6.4,0.448,1.2,2.1,0.55,7.9,14.7,22.7,4.3,0.9,0.3,2.8,4.5,7.1,106,97,12.4,0.459,0.064,0.308,16.8,31.4,24.1,11.2,0.9,0.5,26.4,8.7,7.8,0.131,9.18
Ron Harper,Chicago Bulls,1998,Regular,3,34,82,82,2284,6.9,15.7,0.441,0.4,2,0.19,6.5,13.7,0.477,3.8,5.1,0.75,2.5,4.3,6.8,5.7,2.5,1.1,2.1,4.3,18,111,100,14.7,0.503,0.126,0.325,5.3,9.2,7.3,16.4,2.5,1.5,10.7,16.7,7.2,0.151,6.75
Toni Kukoc,Chicago Bulls,1998,Regular,4,29,74,52,2235,9.2,20.3,0.455,1.5,4.2,0.362,7.7,16.1,0.48,3.7,5.3,0.708,2.9,5,7.9,7.6,1.8,0.9,3.7,3.6,23.7,109,101,17.3,0.525,0.207,0.26,6.2,10.6,8.4,23.4,1.8,1.2,14.1,21.9,7,0.15,7.56
Luc Longley,Chicago Bulls,1998,Regular,5,29,58,58,1703,8.8,19.3,0.455,0,0,NA,8.8,19.3,0.455,3.5,4.7,0.736,3.6,7.2,10.8,5.1,1.1,2,4.1,6.5,21,99,100,13.5,0.492,0,0.243,7.6,15.4,11.5,15.5,1.1,2.6,16.2,21.2,3.4,0.096,2.43
Scottie Pippen,Chicago Bulls,1998,Regular,6,32,44,44,1652,10.3,23,0.447,2,6.3,0.318,8.3,16.7,0.496,4.9,6.3,0.777,1.7,5.7,7.4,8.3,2.6,1.4,3.6,3.8,27.5,112,99,20.4,0.533,0.273,0.274,3.7,12.1,7.9,26.5,2.6,1.9,12.1,24.4,6.6,0.193,8.64
Randy Brown,Chicago Bulls,1998,Regular,7,29,71,6,1147,5.5,14.2,0.384,0,0.2,0,5.5,14,0.391,2.6,3.7,0.718,1.6,2.8,4.4,7.1,3.3,0.6,3,5.5,13.5,96,100,10.1,0.428,0.017,0.258,3.4,6,4.7,19.6,3.3,0.8,15.8,15.6,1.8,0.075,0
Steve Kerr,Chicago Bulls,1998,Regular,8,32,50,0,1119,6.6,14.6,0.454,2.7,6.3,0.438,3.9,8.3,0.465,2.2,2.4,0.918,0.7,3,3.7,4.6,1.3,0.2,1.3,3.4,18.1,124,105,12.9,0.581,0.43,0.162,1.4,6.5,3.9,13.2,1.3,0.3,7.7,14,3.8,0.161,1.62
Scott Burrell,Chicago Bulls,1998,Regular,9,27,80,3,1096,7.8,18.4,0.424,2.5,7.1,0.354,5.3,11.4,0.468,2.3,3.1,0.734,3.9,5.8,9.7,3.2,3.1,1.8,2.5,6.4,20.5,109,97,15.7,0.516,0.384,0.171,8.3,12.4,10.3,9.5,3.1,2.5,11,18.5,3.7,0.163,3.5100000000000002
Jason Caffey,Chicago Bulls,1998,Regular,10,24,51,8,710,7.6,15.1,0.503,0,0.1,0,7.6,15,0.505,5.2,7.8,0.66,5.8,7.4,13.1,2.7,1,1.3,3.6,7,20.4,108,101,14.4,0.548,0.005,0.518,12.2,15.7,14,8,1,1.7,16.4,18.4,2,0.138,0.54
Jud Buechler,Chicago Bulls,1998,Regular,11,29,74,0,608,7.5,15.6,0.483,2.2,5.8,0.385,5.3,9.8,0.541,0.3,0.5,0.5,2.1,4.7,6.8,4.3,2,1.3,1.9,4.2,17.6,115,101,14.1,0.554,0.369,0.034,4.5,10,7.3,12.8,2,1.8,10.5,14.7,1.9,0.151,1.08
Bill Wennington,Chicago Bulls,1998,Regular,12,34,48,8,467,8.7,19.9,0.436,0,0,NA,8.7,19.9,0.436,2,2.4,0.81,3.7,5.5,9.2,2.2,0.5,0.6,1.8,8.9,19.3,102,104,9.4,0.461,0,0.122,7.8,11.8,9.8,6.7,0.5,0.8,8.1,18.9,0.8,0.085,-1.08
Joe Kleine,Chicago Bulls,1998,Regular,13,36,46,1,397,5.3,14.4,0.368,0,0,NA,5.3,14.4,0.368,2,2.4,0.833,3.7,6.8,10.5,4.1,0.5,0.7,3.8,8.6,12.6,87,103,5.5,0.408,0,0.17,7.8,14.5,11.1,11.2,0.5,0.9,19.7,16,0.1,0.016,-1.08
Dickey Simpkins,Chicago Bulls,1998,Regular,14,25,21,0,237,5.9,9.3,0.634,0,0.2,0,5.9,9.1,0.65,5.9,10,0.591,1.8,5.2,7.1,3.9,0.9,0.7,3,8,17.7,117,103,11.9,0.646,0.024,1.073,3.8,11.2,7.5,10.8,0.9,0.9,17.7,13.9,0.7,0.146,0
Rusty LaRue,Chicago Bulls,1998,Regular,15,24,14,0,140,7.7,18.9,0.408,1.5,6.2,0.25,6.2,12.7,0.485,1.9,3.1,0.625,0.4,2.7,3.1,1.9,1.2,0.4,2.3,4.6,18.9,95,105,7.3,0.466,0.327,0.163,0.8,5.7,3.3,5.7,1.2,0.5,10.3,18.7,0.1,0.04,-0.27
Keith Booth,Chicago Bulls,1998,Regular,16,23,6,0,17,6.3,19,0.333,0,3.2,0,6.3,15.9,0.4,19,19,1,6.3,6.3,12.7,3.2,0,0,9.5,9.5,31.7,102,105,13.8,0.579,0.167,1,13.4,13.5,13.5,9,0,0,25.8,30.7,0,0.107,0
David Vaughn,Chicago Bulls,1998,Regular,17,24,3,0,6,9,9,1,0,0,NA,9,9,1,18,35.9,0.5,0,9,9,0,0,0,0,9,35.9,143,103,23.3,0.725,0,4,0,19.2,9.5,0,0,0,0,20.6,0,0.315,0
LeBron James,Cleveland Cavaliers,2016,Regular,1,31,76,76,2709,14,26.9,0.52,1.7,5.4,0.309,12.3,21.5,0.573,6.8,9.3,0.731,2.1,8.6,10.7,9.8,2,0.9,4.7,2.7,36.5,116,103,27.5,0.588,0.199,0.347,4.7,18.8,11.8,36,2,1.5,13.2,31.4,13.6,0.242,20.52
Kevin Love,Cleveland Cavaliers,2016,Regular,2,27,77,77,2424,8.7,20.7,0.419,3.4,9.3,0.36,5.3,11.4,0.467,5.5,6.7,0.822,3.2,13,16.2,3.9,1.2,0.9,3,3.4,26.2,112,102,19,0.553,0.449,0.321,7,28.4,17.8,12.2,1.2,1.4,11.3,23.4,8.5,0.169,7.56
J.R. Smith,Cleveland Cavaliers,2016,Regular,3,30,77,77,2362,7.7,18.5,0.415,4.4,11.1,0.4,3.2,7.4,0.438,1,1.5,0.634,0.9,3.8,4.7,2.8,1.8,0.5,1.3,4.4,20.8,110,106,12.4,0.542,0.6,0.084,2.1,8.3,5.2,8.5,1.8,0.7,6.3,18,5.5,0.111,5.4
Tristan Thompson,Cleveland Cavaliers,2016,Regular,4,24,82,34,2269,5.6,9.5,0.588,0,0,NA,5.6,9.5,0.588,3.4,5.5,0.616,6.1,10.7,16.7,1.4,0.9,1.2,1.4,4.6,14.6,130,104,15.9,0.611,0,0.576,13.5,23.3,18.4,4,0.9,1.8,10.4,11.7,8.7,0.185,5.4
Matthew Dellavedova,Cleveland Cavaliers,2016,Regular,5,25,76,14,1867,5.7,14.1,0.405,2.7,6.6,0.41,3,7.5,0.401,1.6,1.8,0.864,0.9,3.6,4.5,9.3,1.2,0.2,3.2,4.9,15.7,109,108,11.3,0.527,0.468,0.129,2,7.8,4.9,26.2,1.2,0.4,17.7,15.9,3.8,0.098,0.54
Kyrie Irving,Cleveland Cavaliers,2016,Regular,6,23,53,53,1667,12.2,27.1,0.448,2.6,8.1,0.321,9.6,19,0.502,5.2,5.9,0.885,1.4,3.5,4.8,7.7,1.7,0.6,3.8,3.3,32.1,109,106,19.9,0.54,0.298,0.217,3,7.6,5.3,26.6,1.7,0.9,11.4,29.5,5,0.143,4.050000000000001
Timofey Mozgov,Cleveland Cavaliers,2016,Regular,7,29,76,48,1326,7.9,13.9,0.565,0,0.3,0.143,7.8,13.7,0.574,2.6,3.7,0.716,4.3,8.8,13.1,1.3,0.9,2.2,2.8,6.2,18.4,112,103,14.6,0.593,0.019,0.265,9.5,19.2,14.4,3.9,0.9,3.5,15,16.1,3.7,0.133,0.81
Richard Jefferson,Cleveland Cavaliers,2016,Regular,8,35,74,5,1326,5.6,12.1,0.458,2.6,6.7,0.382,3,5.4,0.554,2.3,3.4,0.667,0.6,4.4,5,2.3,1.3,0.5,1.7,5,15.9,112,107,9.7,0.585,0.554,0.279,1.3,9.6,5.5,6.4,1.3,0.9,10.9,13.4,2.7,0.099,1.08
Iman Shumpert,Cleveland Cavaliers,2016,Regular,9,25,54,5,1316,4.5,11.9,0.374,1.7,5.7,0.295,2.8,6.2,0.447,1.6,2,0.784,1.3,6.7,7.9,3.6,2.1,0.7,2.2,4.7,12.2,97,103,8.4,0.475,0.479,0.167,2.8,14.6,8.7,9.8,2.1,1.2,14.8,13.2,1.7,0.063,1.62
Mo Williams,Cleveland Cavaliers,2016,Regular,10,33,41,14,748,9.1,20.8,0.437,2.5,7,0.353,6.6,13.8,0.48,2.6,2.9,0.905,0.4,4.5,5,6.7,1,0.3,3.9,4.1,23.3,102,108,12.4,0.527,0.338,0.139,0.9,9.9,5.4,21.1,1,0.5,15.1,22.8,1.1,0.067,-0.54
James Jones,Cleveland Cavaliers,2016,Regular,11,35,48,0,463,6.4,15.8,0.408,4.6,11.6,0.394,1.9,4.2,0.447,2.3,2.9,0.808,0.9,4.7,5.6,1.6,1.2,1.1,1.4,5.6,19.8,114,106,11.6,0.58,0.732,0.183,2,10.2,6.1,4.5,1.2,1.8,7.8,16.2,1.2,0.12,0.27
Channing Frye,Cleveland Cavaliers,2016,Regular,12,32,26,3,446,8.2,18.6,0.441,5,13.2,0.377,3.2,5.4,0.596,1.3,1.6,0.786,1.4,9.3,10.7,3,0.9,0.9,1.5,6.5,22.6,117,104,14.9,0.586,0.708,0.087,3.1,20.4,11.8,9.1,0.9,1.5,7.2,18.3,1.5,0.157,0.81
Jared Cunningham,Cleveland Cavaliers,2016,Regular,13,24,40,3,355,4.6,13.2,0.352,1.4,4.6,0.313,3.2,8.6,0.373,4.3,7,0.625,0.4,3.8,4.2,2.8,1.7,0.3,2.6,5.4,15.1,91,106,5.9,0.464,0.352,0.527,1,8.2,4.6,7.6,1.7,0.5,13.8,16.6,0.1,0.018,-0.81
