"","G","Date","location","Opponent","outcome","points_for","points_against","FG.for","FGA.for","FGpct.for","3P.for","3PA.for","3Ppct.for","FT.for","FTA.for","FTpct.for","ORB.for","TRB.for","AST.for","STL","BLK","TOV","PF","FG.against","FGA.against","FGpct.against","3P.against","3PA.against","3Ppct.against","FT.against","FTA.against","FTpct.against","ORB.against","TRB.against","AST.against","STL.against","BLK.against","TOV.against","PF.against","team"
"1078","9","2017-12-09","home","Samford","W","81","59","25","60",".417","9","36",".250","22","33",".667","15","35","17","10","4","9","17","21","47",".447","9","21",".429","8","12",".667","5","24","10","4","0","22","26","clemson"
"1079","10","2017-12-16","neutral","Florida","W","71","69","23","45",".511","5","11",".455","20","30",".667","6","31","11","7","5","15","17","25","61",".410","10","24",".417","9","17",".529","13","32","8","7","2","11","21","clemson"
"1080","11","2017-12-19","home","South Carolina","W","64","48","20","46",".435","8","20",".400","16","24",".667","8","32","8","9","8","14","9","19","54",".352","2","16",".125","8","10",".800","10","29","3","3","4","14","17","clemson"
"1081","12","2017-12-22","home","Louisiana","W","89","60","32","56",".571","11","24",".458","14","19",".737","7","36","13","4","7","13","18","16","57",".281","6","23",".261","22","23",".957","8","27","7","7","3","10","19","clemson"
"1082","13","2017-12-30","home","North Carolina State","W","78","62","29","67",".433","7","19",".368","13","15",".867","8","38","17","4","10","9","12","23","66",".348","5","22",".227","11","15",".733","12","41","9","3","6","14","15","clemson"
"1083","14","2018-01-03","away","Boston College","W","74","70","24","56",".429","8","23",".348","18","20",".900","7","30","13","8","1","13","14","28","57",".491","9","21",".429","5","6",".833","6","30","15","5","5","14","16","clemson"
"1084","15","2018-01-06","home","Louisville","W (1 OT)","74","69","25","68",".368","7","24",".292","17","20",".850","10","34","10","15","7","10","14","28","62",".452","4","14",".286","9","12",".750","9","42","12","6","5","20","17","clemson"
"1085","16","2018-01-11","away","North Carolina State","L","77","78","28","53",".528","6","16",".375","15","22",".682","9","40","10","0","7","16","17","28","67",".418","10","21",".476","12","20",".600","8","25","15","11","5","4","17","clemson"
"1086","17","2018-01-13","home","Miami (FL)","W","72","63","22","50",".440","12","21",".571","16","17",".941","8","34","13","2","7","12","16","24","63",".381","6","23",".261","9","18",".500","13","29","5","10","5","8","18","clemson"
"1087","18","2018-01-16","away","UNC","L","79","87","27","56",".482","11","31",".355","14","21",".667","7","24","14","8","4","15","19","26","51",".510","15","31",".484","20","24",".833","4","26","23","7","6","14","21","clemson"
"1088","19","2018-01-20","home","Notre Dame","W","67","58","23","52",".442","9","23",".391","12","15",".800","5","31","12","5","7","9","10","24","62",".387","8","31",".258","2","2","1.000","9","36","12","1","3","11","17","clemson"
"1089","20","2018-01-23","away","Virginia","L","36","61","15","47",".319","3","20",".150","3","4",".750","5","25","6","5","6","19","10","25","56",".446","7","19",".368","4","8",".500","6","31","9","14","7","11","10","clemson"
"1090","1","2017-11-11","away","Akron","L","57","67","22","55",".400","3","19",".158","10","26",".385","4","37","7","5","4","15","20","20","64",".313","8","31",".258","19","23",".826","6","43","7","5","5","16","26","cleveland state"
"1091","2","2017-11-14","away","Rutgers","L","38","70","16","52",".308","3","22",".136","3","11",".273","6","30","8","4","1","14","13","29","65",".446","7","24",".292","5","11",".455","10","42","14","5","3","8","13","cleveland state"
"1092","3","2017-11-17","home","Coppin State","W","80","56","28","51",".549","14","32",".438","10","13",".769","3","36","17","8","4","13","18","20","60",".333","7","32",".219","9","14",".643","5","25","6","1","0","13","16","cleveland state"
"1093","4","2017-11-20","away","East Carolina","L","69","72","24","58",".414","6","26",".231","15","18",".833","9","32","13","8","1","15","22","27","52",".519","7","19",".368","11","25",".440","9","30","20","7","2","17","18","cleveland state"
"1094","5","2017-11-24","home","Central Connecticut","L","73","74","26","53",".491","13","29",".448","8","14",".571","3","26","14","5","3","13","14","28","60",".467","8","19",".421","10","16",".625","13","37","17","5","4","11","14","cleveland state"
"1095","6","2017-11-29","home","Arkansas State","W","75","72","29","60",".483","5","16",".313","12","16",".750","8","27","12","8","6","13","13","29","60",".483","10","20",".500","4","10",".400","11","33","15","5","4","18","20","cleveland state"
"1096","7","2017-12-02","away","Kent State","L","62","72","24","54",".444","8","22",".364","6","14",".429","11","34","8","3","7","15","14","27","68",".397","5","26",".192","13","16",".813","16","37","10","5","3","9","13","cleveland state"
"1097","8","2017-12-06","away","Western Michigan","L","67","78","25","61",".410","8","27",".296","9","14",".643","6","26","14","12","1","19","27","20","46",".435","11","21",".524","27","37",".730","9","38","14","6","4","22","19","cleveland state"
"1098","9","2017-12-10","home","Notre Dame (CA)","W","89","56","33","69",".478","14","39",".359","9","14",".643","13","34","17","19","6","13","15","19","55",".345","8","27",".296","10","13",".769","12","38","10","4","0","29","14","cleveland state"
"1099","10","2017-12-19","away","Niagara","L","77","79","32","64",".500","5","23",".217","8","12",".667","7","30","19","7","2","12","19","25","61",".410","9","28",".321","20","25",".800","13","39","10","7","5","15","13","cleveland state"
"1100","11","2017-12-21","away","Cincinnati","L","62","81","23","46",".500","10","21",".476","6","8",".750","5","17","11","4","2","16","13","33","61",".541","7","20",".350","8","11",".727","12","30","24","10","5","11","11","cleveland state"
"1101","12","2017-12-23","home","Toledo","L","62","77","22","56",".393","6","24",".250","12","16",".750","6","24","9","5","2","10","11","30","57",".526","10","25",".400","7","10",".700","7","36","19","5","4","15","17","cleveland state"
"1102","13","2017-12-29","away","Michigan State","L","61","111","19","58",".328","11","37",".297","12","16",".750","6","14","9","6","1","7","16","41","63",".651","15","26",".577","14","18",".778","15","47","26","1","3","11","18","cleveland state"
"1103","14","2018-01-01","home","Youngstown State","L","77","80","27","59",".458","11","28",".393","12","14",".857","7","23","15","8","3","10","13","31","55",".564","10","20",".500","8","10",".800","8","32","23","4","4","15","16","cleveland state"
"1104","15","2018-01-04","home","Green Bay","W","80","79","28","68",".412","5","21",".238","19","24",".792","12","37","13","10","5","6","19","28","59",".475","11","29",".379","12","21",".571","10","39","15","4","6","16","21","cleveland state"
"1105","16","2018-01-06","home","Milwaukee","L","63","67","24","60",".400","8","27",".296","7","8",".875","6","24","12","6","1","11","21","22","43",".512","7","22",".318","16","22",".727","4","33","16","5","5","18","16","cleveland state"
"1106","17","2018-01-10","away","Detroit","L","84","85","31","56",".554","14","31",".452","8","12",".667","4","27","21","4","3","14","16","30","57",".526","13","29",".448","12","18",".667","5","28","19","5","0","13","15","cleveland state"
"1107","18","2018-01-12","away","Oakland","L","68","81","22","61",".361","8","27",".296","16","20",".800","11","33","15","9","1","10","15","30","56",".536","8","19",".421","13","17",".765","4","33","25","5","3","11","13","cleveland state"
"1108","19","2018-01-15","away","Northern Kentucky","L","55","70","21","56",".375","8","25",".320","5","6",".833","7","31","10","3","2","16","14","25","56",".446","7","19",".368","13","20",".650","9","38","15","10","2","11","14","cleveland state"
"1109","20","2018-01-18","home","IUPUI","W","70","67","25","53",".472","5","18",".278","15","18",".833","11","30","16","13","1","22","15","25","58",".431","6","23",".261","11","13",".846","11","29","15","10","1","20","14","cleveland state"
"1110","21","2018-01-20","home","UIC","L","80","87","25","59",".424","8","25",".320","22","27",".815","8","33","14","4","5","12","18","33","69",".478","5","14",".357","16","18",".889","9","37","10","3","5","9","22","cleveland state"
"1111","22","2018-01-25","away","Green Bay","L","44","66","13","47",".277","4","20",".200","14","21",".667","7","24","9","5","0","13","16","23","56",".411","8","25",".320","12","14",".857","10","38","11","8","4","14","22","cleveland state"
"1112","1","2017-11-10","home","Piedmont","W","102","50","39","71",".549","9","24",".375","15","21",".714","11","48","21","5","6","9","11","20","65",".308","7","26",".269","3","5",".600","6","30","9","2","1","12","18","coastal carolina"
"1113","2","2017-11-14","away","Lamar","L","60","66","23","54",".426","8","20",".400","6","12",".500","12","33","8","4","5","19","21","20","53",".377","8","21",".381","18","24",".750","9","28","14","9","5","12","17","coastal carolina"
"1114","3","2017-11-17","neutral","UTSA","W","83","69","25","60",".417","11","25",".440","22","29",".759","8","42","16","6","6","15","17","25","69",".362","8","31",".258","11","19",".579","13","35","9","8","4","11","20","coastal carolina"
"1115","4","2017-11-18","neutral","Vermont","L","67","80","25","58",".431","6","18",".333","11","12",".917","6","25","11","5","0","11","24","25","49",".510","10","25",".400","20","27",".741","5","28","17","2","1","11","15","coastal carolina"
"1116","5","2017-11-19","neutral","Iona","W","89","84","32","56",".571","7","13",".538","18","27",".667","7","36","21","6","1","17","14","30","60",".500","16","37",".432","8","15",".533","3","21","25","8","1","14","23","coastal carolina"
"1117","6","2017-11-22","home","St. Andrews","W","70","34","26","66",".394","4","20",".200","14","20",".700","16","57","10","6","8","11","12","14","62",".226","3","18",".167","3","9",".333","7","30","6","4","4","9","14","coastal carolina"
"1118","7","2017-11-29","home","Wofford","L","81","87","25","54",".463","7","19",".368","24","33",".727","12","32","11","6","3","16","22","28","51",".549","14","25",".560","17","22",".773","2","19","17","9","0","12","25","coastal carolina"
"1119","8","2017-12-02","home","Lamar","L (1 OT)","67","69","23","63",".365","5","28",".179","16","18",".889","18","41","12","6","7","23","19","22","56",".393","9","19",".474","16","23",".696","7","24","10","9","2","16","17","coastal carolina"
"1120","9","2017-12-06","away","Hampton","W","85","81","29","60",".483","8","19",".421","19","28",".679","13","41","18","4","5","10","19","30","70",".429","6","22",".273","15","18",".833","14","39","21","5","6","9","22","coastal carolina"
"1121","10","2017-12-09","away","South Carolina","L","78","80","29","63",".460","10","24",".417","10","13",".769","9","28","17","8","2","14","25","25","55",".455","8","20",".400","22","31",".710","11","29","14","6","4","14","13","coastal carolina"
"1122","11","2017-12-16","home","Montreat","W","83","70","27","56",".482","8","24",".333","21","33",".636","11","44","12","7","4","16","15","25","68",".368","9","28",".321","11","13",".846","5","29","12","10","0","12","27","coastal carolina"
"1123","12","2017-12-18","home","Wake Forest","L","80","84","29","57",".509","10","20",".500","12","19",".632","9","25","18","10","2","16","19","28","55",".509","7","22",".318","21","25",".840","13","33","14","10","5","17","20","coastal carolina"
"1124","13","2017-12-22","home","College of Charleston","L","65","67","21","47",".447","1","16",".063","22","27",".815","8","29","8","2","4","16","19","22","50",".440","6","19",".316","17","20",".850","7","28","9","6","1","12","20","coastal carolina"
"1125","14","2017-12-29","home","Texas-Arlington","W","90","65","29","58",".500","11","26",".423","21","26",".808","12","39","14","6","3","12","22","22","58",".379","5","22",".227","16","26",".615","10","31","11","5","2","13","19","coastal carolina"
"1126","15","2017-12-31","home","Texas State","L","48","53","15","46",".326","1","17",".059","17","25",".680","7","28","7","9","3","16","15","19","42",".452","5","18",".278","10","17",".588","4","26","7","5","1","16","21","coastal carolina"
"1127","16","2018-01-04","away","Louisiana-Monroe","L","72","82","25","57",".439","10","30",".333","12","15",".800","12","33","16","7","4","23","18","28","56",".500","8","17",".471","18","19",".947","3","20","16","11","0","12","17","coastal carolina"
"1128","17","2018-01-06","away","Louisiana","L","64","81","22","55",".400","8","22",".364","12","18",".667","9","24","8","6","3","14","21","21","50",".420","10","26",".385","29","33",".879","12","34","16","8","3","13","18","coastal carolina"
"1129","18","2018-01-11","home","Georgia Southern","L","66","77","26","60",".433","2","19",".105","12","13",".923","10","29","13","5","2","13","19","23","53",".434","10","22",".455","21","24",".875","10","31","11","11","2","14","16","coastal carolina"
"1130","19","2018-01-13","home","Georgia State","L","58","72","19","56",".339","7","22",".318","13","18",".722","10","35","12","4","2","15","18","23","55",".418","14","30",".467","12","16",".750","8","32","15","6","2","9","16","coastal carolina"
"1131","20","2018-01-18","away","South Alabama","L","57","60","20","60",".333","4","25",".160","13","15",".867","8","30","11","7","5","15","21","19","49",".388","5","22",".227","17","24",".708","6","32","11","10","4","18","16","coastal carolina"
"1132","21","2018-01-20","away","Troy","W","74","73","25","57",".439","8","14",".571","16","24",".667","17","44","10","3","4","14","22","23","59",".390","12","34",".353","15","19",".789","7","28","15","6","3","7","22","coastal carolina"
