"","precinct","county","democrat","republican","other","office","active","inactive","total","dem.two.way","turnout","hod_contested"
"5059","502 - CUCKOO","LOUISA COUNTY",182,369,0,"House of Delegates",1266,54,1320,33.0308529945554,43.522906793049,1
"5060","502 - DAMASCUS","WASHINGTON COUNTY",0,571,20,"House of Delegates",1415,102,1517,0,41.7667844522968,0
"5061","502 - DAN RIVER","HALIFAX COUNTY",219,598,3,"House of Delegates",1902,143,2045,26.8053855569155,43.1125131440589,1
"5062","502 - EAST LEESBURG","LOUDOUN COUNTY",852,393,1,"House of Delegates",3172,311,3483,68.433734939759,39.281210592686,1
"5063","502 - ELAMSVILLE","PATRICK COUNTY",93,279,1,"House of Delegates",803,39,842,25,46.4508094645081,1
"5064","502 - FALMOUTH","STAFFORD COUNTY",586,764,4,"House of Delegates",2660,158,2818,43.4074074074074,50.9022556390977,1
"5065","502 - FIGSBORO","HENRY COUNTY",0,345,15,"House of Delegates",1196,78,1274,0,30.1003344481605,0
"5066","502 - FIVE NORTH","ORANGE COUNTY",576,907,0,"House of Delegates",2883,150,3033,38.8401888064734,51.4394727714187,1
"5067","502 - FLINT HILL","RAPPAHANNOCK COUNTY",156,177,18,"House of Delegates",639,22,661,46.8468468468468,54.9295774647887,1
"5068","502 - FORKS-OF-THE-RIVER","SOUTHAMPTON COUNTY",185,92,8,"House of Delegates",610,25,635,66.7870036101083,46.7213114754098,1
"5069","502 - FORT BLACKMORE","SCOTT COUNTY",72,162,0,"House of Delegates",568,29,597,30.7692307692308,41.1971830985916,1
"5070","502 - FOX","BUCHANAN COUNTY",50,42,0,"House of Delegates",285,12,297,54.3478260869565,32.280701754386,1
"5071","502 - GLADEVILLE","CARROLL COUNTY",0,556,83,"House of Delegates",1483,65,1548,0,43.0883344571814,0
"5072","502 - GLENMORE","BUCKINGHAM COUNTY",197,191,29,"House of Delegates",899,43,942,50.7731958762887,46.384872080089,1
"5073","502 - GRAHAM","TAZEWELL COUNTY",302,986,4,"House of Delegates",3264,459,3723,23.4472049689441,39.5833333333333,1
"5074","502 - HOLLAND","SUFFOLK CITY",480,777,0,"House of Delegates",2628,165,2793,38.1861575178998,47.8310502283105,1
"5075","502 - MEADOWVIEW","ROCKBRIDGE COUNTY",0,273,166,"House of Delegates",846,59,905,0,51.8912529550827,0
"5076","502 - MIDDLEBROOK","AUGUSTA COUNTY",0,424,121,"House of Delegates",1031,29,1060,0,52.8612997090204,0
"5077","502 - MILFORD","CAROLINE COUNTY",229,315,2,"House of Delegates",1387,58,1445,42.0955882352941,39.3655371304975,1
"5078","502 - MOTLEY SYCAMORE","PITTSYLVANIA COUNTY",0,744,21,"House of Delegates",2118,102,2220,0,36.1189801699717,0
"5079","502 - NELLYSFORD","NELSON COUNTY",613,488,24,"House of Delegates",1754,58,1812,55.6766575840145,64.139110604333,1
"5080","502 - NEW BALTIMORE","FAUQUIER COUNTY",386,827,20,"House of Delegates",2535,98,2633,31.8219291014015,48.6390532544379,1
"5081","502 - NEWTOWN","FREDERICK COUNTY",473,888,3,"House of Delegates",3311,235,3546,34.7538574577516,41.1960132890365,1
"5082","502 - NORTH CLINTWOOD","DICKENSON COUNTY",0,386,15,"House of Delegates",1461,88,1549,0,27.4469541409993,0
"5083","502 - OCCOQUAN","PRINCE WILLIAM COUNTY",584,0,65,"House of Delegates",1857,167,2024,100,34.9488422186322,0
"5084","502 - PENN FOREST","ROANOKE COUNTY",318,468,0,"House of Delegates",1423,81,1504,40.4580152671756,55.2354181307098,1
"5085","502 - PENNINGTON","LEE COUNTY",113,449,0,"House of Delegates",1290,126,1416,20.1067615658363,43.5658914728682,1
"5086","502 - PEOPLES COMMUNITY CENTER","LUNENBURG COUNTY",49,146,21,"House of Delegates",627,32,659,25.1282051282051,34.4497607655502,1
"5087","502 - PETERS SWITCH","ALLEGHANY COUNTY",0,390,17,"House of Delegates",1068,30,1098,0,38.1086142322097,0
"5088","502 - PINEVILLE","POWHATAN COUNTY",189,332,1,"House of Delegates",875,48,923,36.2763915547025,59.6571428571429,1
"5089","502 - PRECINCT E-2","MONTGOMERY COUNTY",377,534,2,"House of Delegates",1693,84,1777,41.3830954994512,53.9279385705848,1
"5090","502 - RIXEYVILLE","CULPEPER COUNTY",308,788,46,"House of Delegates",2305,89,2394,28.1021897810219,49.5444685466377,1
"5091","502 - ROBERTS B","JAMES CITY COUNTY",892,1194,4,"House of Delegates",3672,136,3808,42.7612655800575,56.917211328976,1
"5092","502 - RUE","ACCOMACK COUNTY",232,102,0,"House of Delegates",977,71,1048,69.4610778443114,34.1862845445241,1
"5093","502 - RURAL POINT","HANOVER COUNTY",413,961,2,"House of Delegates",2366,59,2425,30.0582241630277,58.1572273879966,1
"5094","502 - SHEFFEY","WYTHE COUNTY",0,569,98,"House of Delegates",1606,90,1696,0,41.5317559153176,0
"5095","502 - SPRING GROVE","SURRY COUNTY",156,28,0,"House of Delegates",364,27,391,84.7826086956522,50.5494505494505,1
"5096","502 - STONY POINT","ALBEMARLE COUNTY",430,470,2,"House of Delegates",1513,62,1575,47.7777777777778,59.6166556510245,1
"5097","502 - SWIFT RUN","ROCKINGHAM COUNTY",187,984,4,"House of Delegates",2546,119,2665,15.9692570452605,46.1508248232522,1
"5098","502 - WALKER","GLOUCESTER COUNTY",332,720,0,"House of Delegates",2352,95,2447,31.5589353612167,44.7278911564626,1
"5099","502 - WASSONA","SMYTH COUNTY",0,390,105,"House of Delegates",1072,52,1124,0,46.1753731343284,0
"5100","502 - YALE","SUSSEX COUNTY",142,0,4,"House of Delegates",357,20,377,100,40.8963585434174,0
"5101","502 - YELLOW BRANCH","CAMPBELL COUNTY",237,563,37,"House of Delegates",1874,92,1966,29.625,44.6638207043757,1
"5102","503 - BELVEDERE","FAIRFAX COUNTY",663,210,1,"House of Delegates",1646,83,1729,75.9450171821306,53.0984204131227,1
"5103","503 - BOWMANS","FRANKLIN COUNTY",147,279,1,"House of Delegates",836,33,869,34.5070422535211,51.0765550239234,1
"5104","503 - BROAD RUN","FAUQUIER COUNTY",405,738,33,"House of Delegates",2141,86,2227,35.4330708661417,54.9276039234003,1
"5105","503 - CANTERBURG","FREDERICK COUNTY",478,896,3,"House of Delegates",3220,162,3382,34.7889374090247,42.7639751552795,1
"5106","503 - CARRSVILLE","ISLE OF WIGHT COUNTY",157,178,5,"House of Delegates",760,41,801,46.865671641791,44.7368421052632,1
"5107","503 - CAVE SPRING","ROANOKE COUNTY",399,651,2,"House of Delegates",1826,95,1921,38,57.6122672508215,1
"5108","503 - CHICKAHOMINY","HENRICO COUNTY",510,0,525,"House of Delegates",2360,102,2462,100,43.8559322033898,0
"5109","503 - DREW","STAFFORD COUNTY",520,686,11,"House of Delegates",2837,186,3023,43.1177446102819,42.8974268593585,1
"5110","503 - DRY MILL","LOUDOUN COUNTY",394,340,1,"House of Delegates",1421,67,1488,53.6784741144414,51.7241379310345,1
"5111","503 - EAST OCEAN VIEW","NORFOLK CITY",739,709,3,"House of Delegates",3120,329,3449,51.0359116022099,46.5064102564103,1
"5112","503 - ELK CREEK","LOUISA COUNTY",125,360,0,"House of Delegates",922,39,961,25.7731958762887,52.6030368763558,1
"5113","503 - FIVE HUNDRED THREE","RICHMOND CITY",1224,0,136,"House of Delegates",2486,141,2627,100,54.7063555913113,0
"5114","503 - HOLLYMEAD","ALBEMARLE COUNTY",697,685,2,"House of Delegates",2408,161,2569,50.4341534008683,57.4750830564784,1
"5115","503 - MANVILLE","SCOTT COUNTY",30,113,0,"House of Delegates",394,22,416,20.979020979021,36.2944162436548,1
"5116","503 - MCGAHEYSVILLE","ROCKINGHAM COUNTY",269,809,2,"House of Delegates",2128,92,2220,24.9536178107607,50.7518796992481,1
"5117","503 - MIDLOTHIAN","CHESTERFIELD COUNTY",700,961,3,"House of Delegates",3149,127,3276,42.1432871763998,52.8421721181327,1
"5118","503 - NEWMAN","HANOVER COUNTY",357,681,3,"House of Delegates",2105,81,2186,34.393063583815,49.4536817102138,1
"5119","503 - OLD BRIDGE","PRINCE WILLIAM COUNTY",711,263,5,"House of Delegates",2386,294,2680,72.9979466119097,41.0310142497904,1
"5120","503 - POST OAK","SPOTSYLVANIA COUNTY",185,678,2,"House of Delegates",2142,124,2266,21.4368482039397,40.3828197945845,1
"5121","503 - PRECINCT E-3","MONTGOMERY COUNTY",579,243,3,"House of Delegates",2794,590,3384,70.4379562043796,29.5275590551181,1
"5122","503 - RENAN","PITTSYLVANIA COUNTY",0,389,3,"House of Delegates",1146,47,1193,0,34.2059336823735,0
"5123","503 - ROBBINS CHAPEL","LEE COUNTY",15,71,0,"House of Delegates",174,23,197,17.4418604651163,49.4252873563218,1
"5124","503 - ROBERTS C","JAMES CITY COUNTY",192,88,0,"House of Delegates",703,94,797,68.5714285714286,39.8293029871977,1
"5125","503 - ROCKBRIDGE BATHS","ROCKBRIDGE COUNTY",0,197,123,"House of Delegates",558,25,583,0,57.3476702508961,0
"5126","503 - SCOTTSBURG","HALIFAX COUNTY",74,336,1,"House of Delegates",882,31,913,18.0487804878049,46.5986394557823,1
"5127","503 - SEDALIA CENTER","BEDFORD COUNTY",93,310,2,"House of Delegates",800,28,828,23.0769230769231,50.625,1
"5128","503 - SPOTTSWOOD","AUGUSTA COUNTY",0,461,107,"House of Delegates",1072,38,1110,0,52.9850746268657,0
"5129","503 - STANLEYTOWN","HENRY COUNTY",0,672,13,"House of Delegates",1901,65,1966,0,36.0336664913204,0
"5130","503 - TOBACCOVILLE","POWHATAN COUNTY",83,304,0,"House of Delegates",817,38,855,21.4470284237726,47.3684210526316,1
"5131","503 - TOMS BROOK","SHENANDOAH COUNTY",0,1121,71,"House of Delegates",2766,119,2885,0,43.0947216196674,0
"5132","503 - VANSANT","BUCHANAN COUNTY",64,212,0,"House of Delegates",840,26,866,23.1884057971014,32.8571428571429,1
"5133","503 - WOODLAWN E","CARROLL COUNTY",0,278,44,"House of Delegates",762,34,796,0,42.257217847769,0
"5134","503 - WOOLWINE","PATRICK COUNTY",124,396,0,"House of Delegates",927,29,956,23.8461538461538,56.0949298813376,1
"5135","504 - BRISTOW","FAIRFAX COUNTY",781,267,1,"House of Delegates",2545,181,2726,74.5229007633588,41.2180746561886,1
"5136","504 - BROWNTOWN","WARREN COUNTY",0,282,33,"House of Delegates",731,25,756,0,43.0916552667579,0
"5137","504 - COURTHOUSE","SPOTSYLVANIA COUNTY",458,821,5,"House of Delegates",3153,146,3299,35.8092259577795,40.7231208372978,1
"5138","504 - DONAHOE","HENRICO COUNTY",395,0,389,"House of Delegates",1747,117,1864,100,44.8769318832284,0
"5139","504 - FIVE HUNDRED FOUR","RICHMOND CITY",1387,0,236,"House of Delegates",3276,348,3624,100,49.5421245421245,0
"5140","504 - FREE BRIDGE","ALBEMARLE COUNTY",1777,73,119,"House of Delegates",4126,229,4355,96.054054054054,47.7217644207465,0
"5141","504 - GAYLE","STAFFORD COUNTY",737,543,1,"House of Delegates",2677,201,2878,57.578125,47.8520732162869,1
"5142","504 - GOGGINSVILLE","FRANKLIN COUNTY",178,500,0,"House of Delegates",1240,54,1294,26.2536873156342,54.6774193548387,1
"5143","504 - GREEN COVE","WASHINGTON COUNTY",0,96,4,"House of Delegates",247,7,254,0,40.4858299595142,0
"5144","504 - KEOKEE","LEE COUNTY",32,93,0,"House of Delegates",294,27,321,25.6,42.5170068027211,1
"5145","504 - LAKE COHOON","SUFFOLK CITY",0,1213,25,"House of Delegates",2713,156,2869,0,45.6321415407298,0
"5146","504 - LARRYMORE","NORFOLK CITY",624,438,1,"House of Delegates",2073,178,2251,58.7570621468927,51.2783405692233,1
"5147","504 - LAUREL","CARROLL COUNTY",0,290,48,"House of Delegates",816,40,856,0,41.421568627451,0
"5148","504 - LEBANON CHURCH","SHENANDOAH COUNTY",0,726,20,"House of Delegates",1838,86,1924,0,40.5875952121872,0
"5149","504 - OAK LEVEL","HENRY COUNTY",0,226,0,"House of Delegates",650,38,688,0,34.7692307692308,0
"5150","504 - OGDEN","ROANOKE COUNTY",347,358,2,"House of Delegates",1887,210,2097,49.2198581560284,37.4668786433492,1
"5151","504 - ROBERTS D","JAMES CITY COUNTY",1033,869,2,"House of Delegates",3237,194,3431,54.3112513144059,58.8198949644733,1
"5152","504 - ROBIOUS","CHESTERFIELD COUNTY",1061,1650,0,"House of Delegates",4505,152,4657,39.1368498708963,60.1775804661487,1
"5153","504 - ROCKBRIDGE","ROCKBRIDGE COUNTY",0,392,183,"House of Delegates",931,27,958,0,61.7615467239527,0
"5154","504 - ROCKLEDGE","PRINCE WILLIAM COUNTY",576,453,2,"House of Delegates",2201,110,2311,55.9766763848396,46.8423443889141,1
"5155","504 - RYE COVE","SCOTT COUNTY",65,248,3,"House of Delegates",818,34,852,20.7667731629393,38.6308068459658,1
"5156","504 - SMARTS MILL","LOUDOUN COUNTY",815,640,6,"House of Delegates",2920,211,3131,56.0137457044674,50.0342465753425,1
"5157","504 - SOUTH FORK","ROCKINGHAM COUNTY",86,424,0,"House of Delegates",1112,41,1153,16.8627450980392,45.863309352518,1
"5158","504 - STUDLEY","HANOVER COUNTY",178,732,1,"House of Delegates",1522,43,1565,19.5604395604396,59.8554533508541,1
"5159","504 - SUCK SPRINGS BAPTIST CHURCH","BEDFORD COUNTY",122,502,0,"House of Delegates",1142,41,1183,19.5512820512821,54.6409807355517,1
"5160","504 - VINT HILL","FAUQUIER COUNTY",638,1274,33,"House of Delegates",3899,153,4052,33.3682008368201,49.8845857912285,1
"5161","504 - WHITE HILL","AUGUSTA COUNTY",112,887,147,"House of Delegates",2511,95,2606,11.2112112112112,45.6391875746714,1
"5162","504 - ZUNI","ISLE OF WIGHT COUNTY",186,490,0,"House of Delegates",1490,81,1571,27.5147928994083,45.3691275167785,1
"5163","505 - BON AIR","CHESTERFIELD COUNTY",976,981,4,"House of Delegates",2989,113,3102,49.8722534491569,65.6072264971562,1
"5164","505 - BOONSBORO ELEMENTARY SCHOOL","BEDFORD COUNTY",346,924,3,"House of Delegates",2209,93,2302,27.244094488189,57.6278859212313,1
"5165","505 - BROCK","SPOTSYLVANIA COUNTY",446,1002,1,"House of Delegates",3262,145,3407,30.8011049723757,44.4206008583691,1
"5166","505 - CLEARBROOK","ROANOKE COUNTY",216,470,3,"House of Delegates",1452,93,1545,31.4868804664723,47.4517906336088,1
"5167","505 - COOL SPRING","LOUDOUN COUNTY",757,725,2,"House of Delegates",2914,165,3079,51.0796221322537,50.9265614275909,1
"5168","505 - DOREY","HENRICO COUNTY",823,212,77,"House of Delegates",2432,94,2526,79.5169082125604,45.7236842105263,1
"5169","505 - DYERS STORE","HENRY COUNTY",0,256,6,"House of Delegates",715,44,759,0,36.6433566433566,0
"5170","505 - FIVE HUNDRED FIVE","RICHMOND CITY",582,0,113,"House of Delegates",1437,281,1718,100,48.3646485734168,0
"5171","505 - GLEN FOREST","FAIRFAX COUNTY",963,293,1,"House of Delegates",2881,187,3068,76.671974522293,43.6306837903506,1
"5172","505 - LITTLE CREEK","NORFOLK CITY",328,386,0,"House of Delegates",1714,127,1841,45.9383753501401,41.656942823804,1
"5173","505 - MOHICAN","PRINCE WILLIAM COUNTY",779,572,3,"House of Delegates",2864,170,3034,57.660991857883,47.2765363128492,1
"5174","505 - RAYNOR","ISLE OF WIGHT COUNTY",102,281,1,"House of Delegates",790,35,825,26.6318537859008,48.6075949367089,1
"5175","505 - STONY RUN","ROCKINGHAM COUNTY",394,611,1,"House of Delegates",1967,118,2085,39.2039800995025,51.1438739196746,1
"5176","505 - TOTOPOTOMOY","HANOVER COUNTY",140,558,2,"House of Delegates",1231,42,1273,20.0573065902579,56.8643379366369,1
"5177","506 - BAKER-BUTLER","ALBEMARLE COUNTY",798,988,3,"House of Delegates",3016,160,3176,44.6808510638298,59.316976127321,1
"5178","506 - BETHEL","PRINCE WILLIAM COUNTY",995,587,4,"House of Delegates",3813,261,4074,62.8950695322377,41.5945449777078,1
"5179","506 - BOONSBORO RURITAN CLUB","BEDFORD COUNTY",360,1292,3,"House of Delegates",3162,166,3328,21.7917675544794,52.3402909550917,1
"5180","506 - BRANDON PARK","LOUDOUN COUNTY",452,272,0,"House of Delegates",1839,198,2037,62.4309392265193,39.3692224034802,1
"5181","506 - EANES","HENRICO COUNTY",907,0,41,"House of Delegates",2486,191,2677,100,38.1335478680611,0
"5182","506 - GEORGETOWN","HANOVER COUNTY",299,792,2,"House of Delegates",1811,57,1868,27.4060494958753,60.3533959138597,1
"5183","506 - GREENFIELD","CHESTERFIELD COUNTY",908,781,0,"House of Delegates",2985,185,3170,53.7596210775607,56.5829145728643,1
"5184","506 - HOLMES #1","FAIRFAX COUNTY",174,39,2,"House of Delegates",681,60,741,81.6901408450704,31.5712187958884,1
"5185","506 - MOUNT VERNON","ROANOKE COUNTY",347,390,3,"House of Delegates",1582,96,1678,47.0827679782904,46.7762326169406,1
"5186","506 - OCEAN VIEW CENTER","NORFOLK CITY",857,419,4,"House of Delegates",3146,506,3652,67.1630094043887,40.6865861411316,1
"5187","507 - CHINN","PRINCE WILLIAM COUNTY",683,419,4,"House of Delegates",2542,156,2698,61.978221415608,43.5090479937057,1
"5188","507 - ELKO","HENRICO COUNTY",89,0,270,"House of Delegates",707,21,728,100,50.7779349363508,0
"5189","507 - GREENWAY","LOUDOUN COUNTY",425,334,1,"House of Delegates",1522,103,1625,55.9947299077734,49.934296977661,1
"5190","507 - HUNTING HILLS","ROANOKE COUNTY",606,820,2,"House of Delegates",2945,169,3114,42.4964936886396,48.4889643463497,1
"5191","507 - LAUREL MEADOW","HANOVER COUNTY",320,861,2,"House of Delegates",2210,73,2283,27.0956816257409,53.5294117647059,1
"5192","507 - LINCOLNIA","FAIRFAX COUNTY",1158,335,2,"House of Delegates",3319,335,3654,77.561955793704,45.0436878577885,1
"5193","507 - PRETLOW","NORFOLK CITY",624,467,4,"House of Delegates",2576,287,2863,57.1952337305225,42.5077639751553,1
"5194","507 - SALISBURY","CHESTERFIELD COUNTY",827,1619,2,"House of Delegates",4007,132,4139,33.8103025347506,61.0930870975792,1
"5195","508 - BALLS BLUFF","LOUDOUN COUNTY",763,571,1,"House of Delegates",2760,169,2929,57.1964017991004,48.3695652173913,1
"5196","508 - BELGRADE","CHESTERFIELD COUNTY",761,807,1,"House of Delegates",3270,182,3452,48.5331632653061,47.9816513761468,1
"5197","508 - FIVE HUNDRED EIGHT","RICHMOND CITY",627,0,132,"House of Delegates",1202,90,1292,100,63.1447587354409,0
"5198","508 - HIGHLAND SPRINGS","HENRICO COUNTY",730,0,184,"House of Delegates",2290,165,2455,100,39.9126637554585,0
"5199","508 - MASONVILLE","FAIRFAX COUNTY",1000,399,3,"House of Delegates",2814,161,2975,71.4796283059328,49.8223169864961,1
"5200","508 - SPRINGWOODS","PRINCE WILLIAM COUNTY",597,264,1,"House of Delegates",2037,174,2211,69.3379790940767,42.3171330387825,1
"5201","509 - CRANBECK","CHESTERFIELD COUNTY",606,449,1,"House of Delegates",2142,123,2265,57.4407582938389,49.2997198879552,1
"5202","509 - FIVE HUNDRED NINE","RICHMOND CITY",643,0,133,"House of Delegates",2057,206,2263,100,37.7248420029169,0
"5203","509 - LABURNUM","HENRICO COUNTY",671,0,219,"House of Delegates",2255,177,2432,100,39.4678492239468,0
"5204","509 - MC COART","PRINCE WILLIAM COUNTY",703,838,4,"House of Delegates",3134,179,3313,45.619727449708,49.2980216975112,1
"5205","509 - PLAZA","FAIRFAX COUNTY",401,74,1,"House of Delegates",1005,64,1069,84.4210526315789,47.363184079602,1
"5206","509 - TARRALLTON","NORFOLK CITY",449,676,0,"House of Delegates",2507,159,2666,39.9111111111111,44.8743518149182,1
"5207","509 - TOLBERT","LOUDOUN COUNTY",907,445,2,"House of Delegates",3153,208,3361,67.085798816568,42.9432286711069,1
"5208","510 - FIVE HUNDRED TEN","RICHMOND CITY",864,0,155,"House of Delegates",2250,194,2444,100,45.2888888888889,0
"5209","510 - HERITAGE","LOUDOUN COUNTY",428,427,0,"House of Delegates",1762,91,1853,50.0584795321637,48.5244040862656,1
"5210","510 - MEHFOUD","HENRICO COUNTY",914,0,62,"House of Delegates",1986,113,2099,100,49.1440080563948,0
"5211","510 - PARKLAWN","FAIRFAX COUNTY",774,295,1,"House of Delegates",2199,132,2331,72.4041159962582,48.6584811277854,1
"5212","510 - SYCAMORE","CHESTERFIELD COUNTY",745,1098,2,"House of Delegates",3084,112,3196,40.4232230059685,59.8249027237354,1
"5213","510 - THIRD PRESBYTERIAN","NORFOLK CITY",567,693,2,"House of Delegates",2649,183,2832,45,47.6406191015478,1
"5214","510 - YATES FORD","PRINCE WILLIAM COUNTY",409,536,1,"House of Delegates",1847,98,1945,43.2804232804233,51.2181916621548,1
"5215","511 - BLACK HEATH","CHESTERFIELD COUNTY",469,819,0,"House of Delegates",2004,58,2062,36.4130434782609,64.2714570858283,1
"5216","511 - CROSSROADS","NORFOLK CITY",597,506,1,"House of Delegates",2558,203,2761,54.1251133272892,43.1587177482408,1
"5217","511 - MONTROSE","HENRICO COUNTY",1795,0,45,"House of Delegates",4225,295,4520,100,43.5502958579882,0
"5218","511 - RAVENWOOD","FAIRFAX COUNTY",952,366,5,"House of Delegates",2444,97,2541,72.2306525037936,54.1325695581015,1
"5219","511 - WESTRIDGE","PRINCE WILLIAM COUNTY",818,523,2,"House of Delegates",2983,220,3203,60.9992542878449,45.0217901441502,1
"5220","512 - AZALEA GARDENS","NORFOLK CITY",326,393,0,"House of Delegates",1395,119,1514,45.3407510431154,51.5412186379928,1
"5221","512 - NINE MILE","HENRICO COUNTY",326,0,162,"House of Delegates",1297,80,1377,100,37.6252891287587,0
"5222","512 - SLEEPY HOLLOW","FAIRFAX COUNTY",563,227,1,"House of Delegates",1464,79,1543,71.2658227848101,54.0300546448087,1
"5223","512 - YORK","PRINCE WILLIAM COUNTY",1018,0,49,"House of Delegates",3016,337,3353,100,35.3779840848806,0
"5224","513 - BEAUFONT","CHESTERFIELD COUNTY",494,176,2,"House of Delegates",1623,173,1796,73.7313432835821,41.4048059149723,1
"5225","513 - LYNNWOOD","PRINCE WILLIAM COUNTY",712,608,4,"House of Delegates",2855,176,3031,53.9393939393939,46.3747810858144,1
"5226","513 - PLEASANTS","HENRICO COUNTY",1166,0,187,"House of Delegates",3098,235,3333,100,43.6733376371853,0
"5227","513 - SAINT ALBANS","FAIRFAX COUNTY",898,399,0,"House of Delegates",2483,136,2619,69.236700077101,52.2351993556182,1
"5228","514 - ANTIETAM","PRINCE WILLIAM COUNTY",939,552,4,"House of Delegates",3129,233,3362,62.9778672032193,47.7788430808565,1
"5229","514 - CROSSROADS","FAIRFAX COUNTY",499,87,2,"House of Delegates",1236,98,1334,85.1535836177474,47.5728155339806,1
"5230","514 - ROLFE","HENRICO COUNTY",2437,0,44,"House of Delegates",4718,263,4981,100,52.585841458245,0
"5231","514 - WATKINS","CHESTERFIELD COUNTY",828,1225,2,"House of Delegates",3575,161,3736,40.3312226010716,57.4825174825175,1
"5232","515 - DAVIS","CHESTERFIELD COUNTY",1019,0,176,"House of Delegates",2765,227,2992,100,43.2188065099458,0
"5233","515 - SANDSTON","HENRICO COUNTY",335,598,4,"House of Delegates",2043,99,2142,35.9056806002144,45.8639255996084,1
"5234","515 - WESTLAWN","FAIRFAX COUNTY",616,176,4,"House of Delegates",1687,95,1782,77.7777777777778,47.1843509187908,1
"5235","516 - POCOSHOCK","CHESTERFIELD COUNTY",662,182,2,"House of Delegates",1750,89,1839,78.436018957346,48.3428571428571,1
"5236","516 - SULLIVANS","HENRICO COUNTY",845,0,45,"House of Delegates",1874,82,1956,100,47.4919957310566,0
"5237","516 - WEYANOKE","FAIRFAX COUNTY",1096,134,46,"House of Delegates",3112,367,3479,89.1056910569106,41.0025706940874,1
"5238","517 - ROSELAND","CHESTERFIELD COUNTY",260,443,1,"House of Delegates",1217,21,1238,36.9843527738265,57.8471651602301,1
"5239","517 - TOWN HALL","HENRICO COUNTY",267,321,1,"House of Delegates",1004,26,1030,45.4081632653061,58.6653386454183,1
"5240","517 - WILLSTON","FAIRFAX COUNTY",558,170,3,"House of Delegates",1911,166,2077,76.6483516483516,38.2522239665097,1
"5241","518 - COLUMBIA","FAIRFAX COUNTY",836,364,4,"House of Delegates",2923,208,3131,69.6666666666667,41.1905576462539,1
"5242","518 - MIDLOTHIAN NORTH","CHESTERFIELD COUNTY",698,1301,3,"House of Delegates",3497,164,3661,34.9174587293647,57.2490706319703,1
"5243","518 - WHITLOCKS","HENRICO COUNTY",525,628,0,"House of Delegates",1973,77,2050,45.5333911535126,58.4389254941713,1
"5244","519 - HUMMER","FAIRFAX COUNTY",561,282,2,"House of Delegates",1956,123,2079,66.5480427046263,43.200408997955,1
"5245","520 - SKYLINE","FAIRFAX COUNTY",818,180,1,"House of Delegates",2627,278,2905,81.9639278557114,38.0281690140845,1
"5246","521 - BROOK HILL","FAIRFAX COUNTY",668,328,1,"House of Delegates",2213,173,2386,67.0682730923695,45.0519656574785,1
"5247","522 - CAMELOT","FAIRFAX COUNTY",569,0,118,"House of Delegates",1400,75,1475,100,49.0714285714286,0
"5248","523 - POE","FAIRFAX COUNTY",859,374,4,"House of Delegates",2681,188,2869,69.6674776966748,46.1395001864976,1
"5249","525 - WALNUT HILL","FAIRFAX COUNTY",1030,0,430,"House of Delegates",3479,303,3782,100,41.9660822075309,0
"5250","526 - BREN MAR","FAIRFAX COUNTY",1302,0,57,"House of Delegates",3415,387,3802,100,39.7950219619326,0
"5251","527 - EDSALL","FAIRFAX COUNTY",768,0,52,"House of Delegates",2065,161,2226,100,39.7094430992736,0
"5252","528 - RIDGELEA","FAIRFAX COUNTY",552,0,51,"House of Delegates",1263,72,1335,100,47.7434679334917,0
"5253","530 - HOLMES #2","FAIRFAX COUNTY",676,143,2,"House of Delegates",1885,154,2039,82.5396825396825,43.5543766578249,1
"5254","601 -  EAST LEBANON","RUSSELL COUNTY",0,453,9,"House of Delegates",1397,49,1446,0,33.0708661417323,0
"5255","601 - ACCOMAC","ACCOMACK COUNTY",295,525,1,"House of Delegates",1830,144,1974,35.9756097560976,44.8633879781421,1
"5256","601 - BASKERVILLE","MECKLENBURG COUNTY",0,284,0,"House of Delegates",1001,54,1055,0,28.3716283716284,0
"5257","601 - BELLE HAVEN","FAIRFAX COUNTY",759,0,80,"House of Delegates",2237,156,2393,100,37.5055878408583,0
"5258","601 - BLACK WALNUT","HALIFAX COUNTY",148,331,0,"House of Delegates",1127,56,1183,30.8977035490605,42.5022182786158,1
"5259","601 - BLACKWATER","SUSSEX COUNTY",164,154,6,"House of Delegates",703,40,743,51.5723270440252,46.0881934566145,1
"5260","601 - BOONES MILL","FRANKLIN COUNTY",296,697,0,"House of Delegates",2039,81,2120,29.8086606243706,48.7003433055419,1
"5261","601 - BUMPASS","LOUISA COUNTY",151,484,2,"House of Delegates",1286,57,1343,23.7795275590551,49.5334370139969,1
"5262","601 - BURSON PLACE","WASHINGTON COUNTY",0,906,13,"House of Delegates",2361,107,2468,0,38.9241846675138,0
"5263","601 - CHILESBURG","CAROLINE COUNTY",344,352,1,"House of Delegates",1766,116,1882,49.4252873563218,39.4677236693092,1
"5264","601 - CLINCHPORT","SCOTT COUNTY",57,162,2,"House of Delegates",594,44,638,26.027397260274,37.2053872053872,1
"5265","601 - COUNCIL","BUCHANAN COUNTY",46,130,0,"House of Delegates",600,22,622,26.1363636363636,29.3333333333333,1
"5266","601 - COURTLAND","SOUTHAMPTON COUNTY",471,0,52,"House of Delegates",1257,83,1340,100,41.6070007955449,0
"5267","601 - CROZET","ALBEMARLE COUNTY",1418,872,4,"House of Delegates",3936,196,4132,61.9213973799127,58.2825203252033,1
"5268","601 - DALE","PRINCE WILLIAM COUNTY",724,0,36,"House of Delegates",2517,268,2785,100,30.1946762018276,0
