"","rank","player_name","g_eligible","g_started","minutes","fg","fg_attempts","fg_pct","two_pts","two_attempts","two_point_pct","three","three_attempts","three_pct","free_throws","free_throws_attempts","free_throw_pct","orb","drb","rebounds","assists","steals","blocks","turnovers","fouls","points","part_url","year"
"18026",4,"Jay Harris",21,17,29.5,3.3,8.5,0.385,1.2,3.1,0.385,2.1,5.4,0.386,1.7,1.9,0.897,0.6,2.2,2.8,2.8,0.9,0,2.3,1.6,10.3,"/cbb/schools/wagner/",2014
"1004",7,"Kennedy Edwards",30,0,14.4,1.8,4.4,0.406,1.4,2.9,0.477,0.4,1.6,0.277,0.7,1.2,0.541,1.3,2,3.4,0.6,0.5,0.4,0.8,1.7,4.7,"/cbb/schools/army/",2016
"18528",2,"Connar Tava",34,34,30.1,4.4,8.5,0.521,4.4,8.2,0.536,0,0.3,0.1,3.5,5.1,0.678,1.4,4.7,6.2,3.3,1.1,0.3,2.9,2.6,12.3,"/cbb/schools/western-michigan/",2015
"9223",6,"Stephon Jelks",31,1,12.8,2,3.7,0.526,1.6,2.9,0.551,0.4,0.9,0.444,0.8,1.2,0.676,1.3,2,3.3,0.5,0.5,0.2,0.5,1.1,5.1,"/cbb/schools/mercer/",2015
"14871",15,"Bobby Williams",14,0,2.2,0.1,0.6,0.25,0.1,0.4,0.4,0,0.2,0,0,0,NA,0,0.3,0.3,0.1,0.1,0.1,0,0.1,0.3,"/cbb/schools/south-carolina-state/",2017
"16764",9,"Jamal Dantzler",26,3,8.5,0.8,1.5,0.513,0.7,1.3,0.559,0,0.2,0.2,0.6,1.3,0.455,0.5,0.9,1.4,0.5,0.2,0.1,0.8,1.1,2.2,"/cbb/schools/texas-pan-american/",2014
"9708",10,"Tyson Cunningham",32,0,7.5,0.6,1.4,0.409,0.3,0.6,0.526,0.3,0.8,0.32,0.4,0.5,0.8,0.1,0.4,0.5,0.4,0.3,0,0.6,0.8,1.8,"/cbb/schools/mississippi-state/",2014
"11401",4,"Jordon Talley",32,21,26.5,2.7,6.9,0.385,2.2,5.4,0.408,0.4,1.5,0.298,3,3.8,0.789,0.4,1.6,2,3.1,1.5,0.1,2,3.6,8.8,"/cbb/schools/north-carolina-wilmington/",2015
"15037",11,"Josh Heath",17,4,20,0.9,2.8,0.34,0.8,2.2,0.368,0.1,0.5,0.222,0.6,0.8,0.769,0.4,1,1.4,3.6,0.7,0.1,1.6,1.3,2.6,"/cbb/schools/south-florida/",2014
"4726",9,"Darius Stokes",29,28,18.9,1.4,2.7,0.513,1.4,2.7,0.513,0,0,NA,0.3,1.1,0.323,1.2,2.1,3.3,0.2,0.4,1.2,0.4,3.1,3.1,"/cbb/schools/fairleigh-dickinson/",2015
"311",6,"Luther Page",29,3,20.7,2.3,4.3,0.54,2.3,4.3,0.54,0,0,NA,2.2,4,0.56,2.3,3.2,5.5,0.7,0.7,0.5,1.9,2.3,6.9,"/cbb/schools/alabama-state/",2015
"5153",8,"Terrell Carter",18,3,10.9,1.3,2.7,0.469,1.3,2.7,0.469,0,0,NA,1,1.9,0.514,1,1,2,0,0,0.2,0.7,1.9,3.6,"/cbb/schools/fresno-state/",2015
"13221",9,"Quadree Smith",19,1,5.1,0.5,1,0.526,0.5,1,0.526,0,0,NA,0.7,0.9,0.765,0.4,0.7,1.1,0.1,0.2,0.1,0.3,1.1,1.7,"/cbb/schools/providence/",2016
"15912",3,"Roland Nyama",32,29,27.7,3.7,8.8,0.415,2.7,5.4,0.503,0.9,3.4,0.275,2,3,0.684,1.3,3.2,4.4,1.4,0.8,0.6,1.6,3.3,10.3,"/cbb/schools/stony-brook/",2017
"6439",8,"Dalique Mingo",31,18,18.5,1.5,4,0.382,1.4,2.9,0.462,0.2,1,0.156,1.2,1.6,0.735,1.1,1.8,2.9,0.7,0.7,0,0.8,1.9,4.4,"/cbb/schools/howard/",2016
"11055",1,"Bruce Beckford",32,31,33.2,5.2,11.8,0.442,4.4,8.8,0.502,0.8,3,0.268,3.9,4.8,0.822,2.2,5.1,7.3,1.4,0.9,0.7,2.8,2.7,15.2,"/cbb/schools/north-carolina-at/",2015
"1518",7,"Travis Robinson",35,6,19,1.8,5.2,0.344,0.5,1.4,0.396,1.3,3.9,0.326,0.7,1.1,0.575,0.5,1.6,2.2,0.6,0.7,0.2,0.9,1.7,5.5,"/cbb/schools/boston-university/",2014
"15744",8,"Grant Verhoeven",27,11,14.8,1.2,2.7,0.438,1,2.4,0.422,0.2,0.3,0.556,0.8,1.2,0.656,1.1,1,2,0.2,0.4,0.5,0.4,2.9,3.3,"/cbb/schools/stanford/",2016
"4580",11,"Sheldon Eberhardt",16,0,6.1,0.6,1.5,0.375,0.3,0.5,0.5,0.3,1,0.313,0.1,0.1,1,0.3,0.5,0.8,0.3,0.3,0,0.4,0.6,1.6,"/cbb/schools/elon/",2016
"7334",11,"Dimitrije Cabarkapa",4,0,3,0.5,1.5,0.333,0.3,0.3,1,0.3,1.3,0.2,0.3,0.5,0.5,0.5,0.3,0.8,0,0,0,0.5,0,1.5,"/cbb/schools/james-madison/",2014
"1748",11,"Aram Martin",4,0,5.3,0,0.8,0,0,0.3,0,0,0.5,0,0,0,NA,0,0.8,0.8,0,0.3,0,0.3,0.8,0,"/cbb/schools/brown/",2014
"7504",2,"Nigel Pruitt",32,30,28.2,4,9.7,0.414,1.8,3.8,0.483,2.2,5.9,0.37,2,2.6,0.768,1.1,2.9,4,1.3,1,0.3,1.7,2.6,12.2,"/cbb/schools/kennesaw-state/",2015
"14506",15,"Angelo Davis",16,1,3.3,0.1,0.5,0.25,0.1,0.4,0.286,0,0.1,0,0.7,0.8,0.917,0.1,0.1,0.1,0.2,0.1,0,0.4,0.5,0.9,"/cbb/schools/savannah-state/",2014
"16364",12,"David Bloom",29,0,4.9,0.1,0.5,0.133,0.1,0.3,0.25,0,0.2,0,0.2,0.2,0.833,0.2,0.3,0.4,0.1,0.1,0,0.1,0.4,0.3,"/cbb/schools/texas-am-corpus-christi/",2017
"10454",14,"Malcolm Laws",6,0,4,0,0.5,0,0,0.3,0,0,0.2,0,0.2,0.3,0.5,0,0.3,0.3,0,0.2,0,0,0.7,0.2,"/cbb/schools/nebraska/",2016
"10761",12,"Harold Givens",5,0,3,0.4,1,0.4,0.4,1,0.4,0,0,NA,0.8,0.8,1,0.6,0,0.6,0,0,0,0,0.2,1.6,"/cbb/schools/new-mexico-state/",2016
"9045",14,"Zach Turcotte",3,1,1.3,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0,0,0,0,0,0,0,0.3,0,"/cbb/schools/massachusetts/",2017
"1117",8,"Jeremy Purvis",22,9,17.6,1,3,0.318,0.1,0.4,0.375,0.8,2.6,0.31,0.4,0.5,0.727,0.2,1,1.1,1.7,0.7,0,0.6,1.1,3.1,"/cbb/schools/austin-peay/",2015
"1808",1,"Dyami Starks",31,31,38.2,6,16,0.377,2.9,6.8,0.424,3.2,9.2,0.343,3.4,3.7,0.913,0.5,2.9,3.4,1.5,0.9,0.2,2.1,1.9,18.6,"/cbb/schools/bryant/",2015
"3359",12,"Omotayo Aiyegbusi",6,0,1.3,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0,0,0,0.2,0,0,0,0,0,"/cbb/schools/connecticut/",2017
"4721",4,"Matt MacDonald",29,28,29.5,2.8,6.7,0.421,1.4,2.6,0.547,1.4,4.1,0.342,1.9,2.3,0.836,1.3,2.8,4,1.1,0.9,0.1,1.1,2.9,9,"/cbb/schools/fairleigh-dickinson/",2015
"5242",8,"Isaiah Ivey",24,0,15,1.3,4,0.33,0.4,1.3,0.333,0.9,2.8,0.328,1.1,1.6,0.711,0.1,1.2,1.3,0.3,0.5,0.4,0.3,1.2,4.7,"/cbb/schools/gardner-webb/",2014
"14788",5,"Mindaugas Kacinas",34,34,29.3,3.7,7.4,0.508,3.1,5.4,0.574,0.6,2,0.328,1.8,2.8,0.649,2,3.1,5.1,0.9,0.5,0.5,1,2.1,9.9,"/cbb/schools/south-carolina/",2016
"9765",13,"Ervin Thomas",19,3,12.7,0.8,2.5,0.34,0.8,1.9,0.444,0,0.6,0,0.3,0.7,0.429,1.4,2.5,3.9,0.9,0.5,0.4,0.6,1.5,2,"/cbb/schools/mississippi-valley-state/",2014
"2568",5,"Patrick Wallace",30,11,25.1,2.9,7.9,0.366,0.5,1.3,0.395,2.4,6.7,0.36,0.7,0.8,0.88,0.2,1.4,1.6,1.5,0.4,0,0.9,1.9,8.9,"/cbb/schools/charleston-southern/",2016
"13362",10,"Juwan Wells",8,0,2.8,0.5,1.3,0.4,0.5,1.1,0.444,0,0.1,0,0.1,0.3,0.5,0.5,0.4,0.9,0.3,0.4,0.1,0.4,0.4,1.1,"/cbb/schools/radford/",2014
"11223",15,"Luke Davis",21,0,6.2,0.1,0.4,0.25,0.1,0.1,1,0,0.3,0,0,0.2,0,0,0.3,0.4,0.5,0.1,0,0.3,0.5,0.2,"/cbb/schools/north-carolina/",2014
"15561",10,"Jean Yves Toupane",6,0,2,0.2,1,0.167,0.2,0.2,1,0,0.8,0,0.3,0.7,0.5,0,0.2,0.2,0,0.2,0,0,0.2,0.7,"/cbb/schools/st-bonaventure/",2014
"10613",4,"Jalen Poyser",31,20,27.1,3.2,9,0.353,1.9,4.7,0.411,1.2,4.3,0.288,2.9,3.6,0.802,0.6,2.2,2.7,2.6,0.7,0,1.9,1.6,10.4,"/cbb/schools/nevada-las-vegas/",2017
"5290",5,"Marko Gujanicic",31,13,18.9,2.1,5,0.41,1.7,3.5,0.5,0.3,1.5,0.208,1.7,2.2,0.794,0.9,2.3,3.2,0.8,0.4,0.2,1.5,1.9,6.2,"/cbb/schools/george-mason/",2014
"12930",13,"Xavier Hallinan",10,0,2.5,0.1,0.5,0.2,0,0.2,0,0.1,0.3,0.333,0.2,0.4,0.5,0,0.3,0.3,0.5,0.2,0,0.2,0.3,0.5,"/cbb/schools/portland/",2016
"16668",12,"Julian Harris",18,0,7.2,0.6,1.8,0.344,0.3,1.1,0.263,0.3,0.7,0.462,0,0.1,0,0.4,0.7,1.2,0.3,0.1,0.1,0.5,0.8,1.6,"/cbb/schools/texas-arlington/",2015
"13860",14,"Michael Clark",12,0,3.6,0.2,0.7,0.25,0.2,0.6,0.286,0,0.1,0,0.2,0.5,0.333,0.1,0.4,0.5,0,0.2,0.1,0.4,0.8,0.5,"/cbb/schools/saint-francis-pa/",2015
"2972",1,"Elijah Wilson",34,34,32.6,5.9,13.6,0.431,4.4,8.7,0.502,1.5,4.9,0.305,2.5,3.6,0.699,1.2,2.9,4.1,0.9,0.9,0.2,1.4,2.5,15.8,"/cbb/schools/coastal-carolina/",2014
"9961",10,"Aleer Leek",30,0,8.3,0.7,1.9,0.393,0.4,1,0.379,0.4,0.9,0.407,0.2,0.6,0.389,0.4,0.7,1.1,0.1,0.1,0.2,0.5,1.1,2.1,"/cbb/schools/missouri-kansas-city/",2016
"16805",10,"Mike Nwabuzor",30,1,9,0.6,2.1,0.29,0.4,1.4,0.31,0.2,0.7,0.25,0.6,0.8,0.708,0.2,1.1,1.3,0.6,0.4,0.1,0.7,1,1.9,"/cbb/schools/texas-pan-american/",2017
"15468",12,"Jamie Chapman",23,0,11.9,0.4,1,0.391,0.3,0.7,0.412,0.1,0.3,0.333,0.3,0.7,0.4,0.7,0.8,1.5,0.9,0.3,0.1,0.6,1.9,1.1,"/cbb/schools/southern-mississippi/",2015
"11290",5,"Jaleel Roberts",30,2,19.3,3.1,5.1,0.614,3.1,5.1,0.614,0,0,NA,0.7,1.2,0.611,1.8,3.2,5,0.4,0.3,2.6,1.3,2.9,7,"/cbb/schools/north-carolina-asheville/",2015
"1775",12,"Aram Martin",16,0,5.4,0.5,1.9,0.258,0.5,1.3,0.4,0,0.7,0,0.3,0.3,1,0.2,1.1,1.3,0.4,0.1,0.8,0.5,0.9,1.3,"/cbb/schools/brown/",2016
"15256",10,"Chaz Glotta",19,0,6.7,0.6,2,0.289,0.2,0.4,0.375,0.4,1.6,0.267,0.6,0.7,0.846,0.1,0.2,0.2,0.2,0.4,0,0.3,1,2.2,"/cbb/schools/southern-illinois/",2015
"1309",11,"Troy Simmons",30,22,23.5,0.7,2.6,0.278,0.6,2,0.305,0.1,0.7,0.2,0.8,1,0.774,0.2,0.9,1.1,2.4,0.7,0.1,1.9,2.2,2.4,"/cbb/schools/bethune-cookman/",2014
"11040",1,"Lamont Middleton",32,30,35.1,4.4,13.4,0.327,2.8,8.2,0.342,1.6,5.2,0.303,7.2,9.1,0.787,1.4,3.3,4.7,2.1,1,0.2,3,2.4,17.5,"/cbb/schools/north-carolina-at/",2014
"3207",10,"Josh Morgan",13,0,2.4,0.5,1,0.462,0.2,0.4,0.6,0.2,0.6,0.375,0,0.2,0,0,0,0,0.2,0.2,0,0.2,0.2,1.2,"/cbb/schools/colorado-state/",2014
"17902",13,"Torey Burston",20,0,3.3,0.1,0.4,0.125,0.1,0.4,0.143,0,0.1,0,0.1,0.1,0.5,0.1,0.2,0.3,0.3,0.2,0,0.1,0.3,0.2,"/cbb/schools/virginia-commonwealth/",2016
"6396",7,"Armoni Brooks",28,3,12.2,1.6,3.7,0.433,0.7,1.3,0.571,0.9,2.5,0.362,0.3,0.4,0.8,0.4,1.9,2.3,0.3,0.4,0.1,0.5,0.9,4.4,"/cbb/schools/houston/",2017
"15354",4,"Joell Hopkins",32,9,18.7,2.6,4.8,0.532,2.6,4.7,0.543,0,0.1,0,1.8,3.1,0.576,1.3,1.8,3.2,0.3,0.6,0.5,1.1,2,6.9,"/cbb/schools/southern/",2015
"5027",4,"Devon Bookert",36,27,27.4,2.8,6.7,0.417,1.6,3.8,0.406,1.2,2.8,0.431,1.7,2.2,0.782,0.5,2.7,3.2,2.8,1.1,0.1,2,1.9,8.5,"/cbb/schools/florida-state/",2014
"2409",9,"Malik Toppin",23,2,9.9,1.4,2.6,0.542,1.4,2.5,0.552,0,0,0,0.4,0.8,0.526,0.7,1.3,2,0.2,0.1,0.7,0.4,1.6,3.2,"/cbb/schools/central-connecticut-state/",2016
"3295",7,"Jake Killingsworth",24,13,16,1.6,4.1,0.398,1,2,0.469,0.7,2,0.327,0.4,0.5,0.692,1,1.3,2.4,1.1,0.5,0.1,0.7,1.2,4.3,"/cbb/schools/columbia/",2017
"6511",1,"Stephen Madison",34,34,34.5,6.4,13.4,0.477,5.3,9.9,0.531,1.1,3.5,0.325,6.1,8.1,0.76,2.1,5.6,7.6,2.4,1,0.5,2.7,3,20.1,"/cbb/schools/idaho/",2014
"5324",13,"Michael Rudy",10,0,1.8,0,0.2,0,0,0.2,0,0,0,NA,0,0,NA,0,0.2,0.2,0,0,0,0.1,0.2,0,"/cbb/schools/george-mason/",2016
"13599",3,"Xavier Lundy",33,19,24.2,4.1,8.3,0.498,3.2,5.6,0.57,0.9,2.6,0.345,1.3,2,0.657,1.5,2.6,4.1,0.8,0.6,0.9,1.5,2.3,10.5,"/cbb/schools/rider/",2016
"925",13,"David Tillman",23,2,4.2,0.3,0.4,0.6,0.3,0.4,0.6,0,0,NA,0.1,0.4,0.333,0.3,0.3,0.6,0.1,0,0.3,0.4,0.8,0.7,"/cbb/schools/arkansas-pine-bluff/",2015
"17050",10,"Blake Paul",33,1,11.2,0.9,1.6,0.547,0.9,1.6,0.547,0,0,NA,0.5,0.9,0.567,1.1,1.4,2.5,0.1,0.2,0.9,0.6,2.2,2.3,"/cbb/schools/tulane/",2016
"1519",8,"Nathan Dieudonne",35,34,20.7,1.9,3.7,0.508,1.5,2.5,0.609,0.3,1.2,0.293,1.1,1.5,0.784,1.2,3.5,4.7,0.5,0.2,0.3,1.3,2.4,5.2,"/cbb/schools/boston-university/",2014
"3306",2,"DeAndre Daniels",38,38,29,4.9,10.6,0.469,3.6,7.4,0.491,1.3,3.2,0.417,1.8,2.3,0.787,1.4,4.6,6,0.4,0.7,1.4,1.5,2.4,13.1,"/cbb/schools/connecticut/",2014
"11013",11,"Hefeng Sun",18,1,3.6,0.3,0.6,0.545,0.3,0.6,0.545,0,0,NA,0.1,0.1,1,0,0.2,0.2,0.1,0.1,0.1,0.2,0.5,0.8,"/cbb/schools/norfolk-state/",2015
"3379",3,"Arnold Fripp",31,31,26.9,4.3,10.4,0.417,2.6,5.8,0.458,1.7,4.6,0.366,1.3,1.8,0.745,1.5,4.1,5.6,0.6,0.5,0.9,1.3,2.7,11.6,"/cbb/schools/coppin-state/",2015
"16167",5,"Detrick Mostella",34,4,19.6,2.8,7.7,0.363,1.4,3.1,0.449,1.4,4.6,0.303,1.5,2,0.735,0.4,1.8,2.2,1.2,0.3,0.2,1.4,1.9,8.4,"/cbb/schools/tennessee/",2016
"8514",7,"C.J. Blackwell",28,11,20.8,2.3,6.1,0.38,1.5,3.1,0.471,0.9,3,0.286,0.3,0.4,0.727,0.7,1.5,2.2,0.8,0.5,0.2,0.9,1.8,5.8,"/cbb/schools/loyola-marymount/",2014
"15800",4,"Ty Charles",33,31,25.2,3.5,7.8,0.444,2.8,5.6,0.5,0.7,2.2,0.301,1.8,2.5,0.744,1.7,3.1,4.8,2.3,1.4,0.3,1.8,2.7,9.4,"/cbb/schools/stephen-f-austin/",2016
"11593",11,"Kelvin Gaines",19,6,7.5,0.3,0.8,0.4,0.3,0.8,0.4,0,0,NA,0,0.2,0,0.5,1,1.5,0.1,0.2,0.5,0.5,2.3,0.6,"/cbb/schools/north-texas/",2014
"2221",6,"Leek Leek",32,32,26,2.1,5.1,0.405,0.8,2,0.369,1.3,3.1,0.429,1.1,1.4,0.773,0.7,2.3,2.9,1.3,0.4,1.3,0.9,2.2,6.5,"/cbb/schools/campbell/",2014
"12657",14,"Maleke Haynes",24,6,12.3,0.3,1.6,0.211,0.3,0.9,0.286,0.1,0.7,0.118,0.5,0.6,0.786,0.1,1.2,1.3,1.2,0.4,0,1,1.5,1.2,"/cbb/schools/pacific/",2017
"8914",7,"Nolan Gerrity",19,2,11.6,1.2,2.3,0.535,1.2,2.3,0.535,0,0,NA,0.7,1.8,0.412,1.1,1.1,2.2,0.1,0.1,0.6,0.3,2,3.2,"/cbb/schools/maryland-baltimore-county/",2016
"10709",13,"Tim Jacobs",26,0,9.7,0.3,0.7,0.474,0.2,0.5,0.357,0.2,0.2,0.8,0.2,0.3,0.667,0.1,1.4,1.5,1.5,0.4,0,0.7,1.1,1.1,"/cbb/schools/new-mexico/",2016
"17513",4,"Jakob Poeltl",34,34,23.3,3.8,5.5,0.681,3.8,5.5,0.684,0,0,0,1.6,3.6,0.444,2.7,4.1,6.8,0.7,0.4,1.9,1.6,2.4,9.1,"/cbb/schools/utah/",2015
"7994",2,"Justin Bibbins",33,31,31.1,3.5,7.9,0.439,1.9,4.3,0.44,1.6,3.7,0.438,3.4,4,0.855,0.4,2.8,3.2,5,1.1,0,2,2.7,12,"/cbb/schools/long-beach-state/",2016
"10107",1,"Tyler Hall",31,31,32,6.5,14.3,0.457,3.4,7.1,0.484,3.1,7.2,0.43,2.5,2.9,0.867,0.8,4.4,5.3,1.6,0.9,0.3,1.8,2.2,18.6,"/cbb/schools/montana-state/",2016
"18202",7,"Junior Longrus",31,7,20,1.4,3,0.462,1.4,2.9,0.473,0,0.1,0,0.5,1.1,0.515,1.6,1.8,3.5,1,0.6,0.7,0.7,2.6,3.3,"/cbb/schools/washington-state/",2014
"9395",1,"Denzel Valentine",31,30,33,6.6,14.3,0.462,3.3,6.8,0.481,3.4,7.5,0.444,2.6,3.1,0.853,0.8,6.7,7.5,7.8,1,0.2,2.7,1.7,19.2,"/cbb/schools/michigan-state/",2016
"53",3,"Marek Olesinski",30,28,30.1,3.6,8.3,0.43,2,3.6,0.55,1.6,4.7,0.336,1.9,2.4,0.778,1.1,3.8,4.9,1.7,0.6,0.3,1.6,2.4,10.6,"/cbb/schools/air-force/",2014
"15983",1,"Dalton Pepper",31,31,37.8,6.4,14.7,0.433,3.7,7.5,0.489,2.7,7.2,0.375,2,2.3,0.871,1.4,3.8,5.1,2.4,1,0.2,1.7,1.7,17.5,"/cbb/schools/temple/",2014
"16722",7,"Matt Willms",27,9,18.6,2,3.6,0.551,2,3.6,0.551,0,0,NA,1.2,1.9,0.627,1.2,3.1,4.3,0.9,0.5,1.1,1,2,5.2,"/cbb/schools/texas-el-paso/",2015
"11210",2,"James Michael McAdoo",34,34,30.1,5.1,11.1,0.458,5.1,10.9,0.466,0,0.2,0,4.1,7.6,0.537,2.6,4.1,6.8,1.7,1.3,0.9,1.4,2.7,14.2,"/cbb/schools/north-carolina/",2014
"7328",5,"Taylor Bessick",31,29,22.2,2.6,5.2,0.5,2.6,5.2,0.5,0,0,NA,1.1,1.9,0.567,1.6,3.2,4.7,0.4,0.5,0.6,1.3,3.1,6.3,"/cbb/schools/james-madison/",2014
"2658",2,"Greg Pryor",30,30,27.4,3.5,7.7,0.455,2,3.8,0.53,1.5,3.9,0.379,2.8,3.8,0.746,0.5,2.1,2.6,2.5,1.4,0.1,2,2.6,11.3,"/cbb/schools/chattanooga/",2015
"9752",14,"Miles Washington",6,0,2.2,0.2,0.5,0.333,0.2,0.3,0.5,0,0.2,0,0,0,NA,0,0,0,0,0,0.2,0,0.5,0.3,"/cbb/schools/mississippi-state/",2017
"11957",12,"Brandon Maxwell",24,0,8.4,0.5,1.7,0.293,0.2,0.5,0.385,0.3,1.2,0.25,0.1,0.3,0.375,0.1,0.8,0.9,0.4,0.2,0.1,1.1,1.1,1.4,"/cbb/schools/northern-kentucky/",2017
"8752",6,"Sandy Cohen",32,15,23.3,1.9,4.3,0.439,1.1,2,0.54,0.8,2.4,0.355,1.3,1.7,0.741,0.3,2.9,3.2,1.8,0.8,0.4,1.1,2.6,5.9,"/cbb/schools/marquette/",2016
"1736",14,"Corbin Kaufusi",16,0,5.4,0.3,0.6,0.4,0.3,0.6,0.4,0,0,NA,0.1,0.4,0.286,0.4,0.6,0.9,0,0.1,0.3,0.6,1.1,0.6,"/cbb/schools/brigham-young/",2017
"12616",1,"T.J. Wallace",29,28,30.8,4.3,10.8,0.399,3.1,7.1,0.432,1.2,3.7,0.336,3.1,4.2,0.74,1.5,4.1,5.6,2.6,0.7,0.1,2.8,3.4,13,"/cbb/schools/pacific/",2015
"6892",9,"DaShawn Gomez",25,2,9,0.6,1.7,0.381,0.2,0.4,0.4,0.5,1.3,0.375,0.3,0.5,0.667,0,0.8,0.8,1.2,0.2,0,0.3,0.7,2.1,"/cbb/schools/iona/",2014
"14355",16,"Gavin Hoffmann",17,1,4.5,0.1,0.4,0.286,0.1,0.4,0.333,0,0.1,0,0.3,0.5,0.625,0.1,0.6,0.7,0.2,0.1,0,0.2,0.4,0.5,"/cbb/schools/san-francisco/",2015
"62",12,"Ethan Michael",7,3,6.7,0.4,1.7,0.25,0.3,1,0.286,0.1,0.7,0.2,0.9,1.4,0.6,0.6,1,1.6,1.3,0,0.4,0.4,0.6,1.9,"/cbb/schools/air-force/",2014
"1203",5,"Royce O'Neale",38,31,27.3,2.4,4.7,0.52,1.7,3,0.548,0.8,1.6,0.468,1.5,2.5,0.6,1.9,3.4,5.4,2.9,0.9,0.2,1.7,2.3,7.1,"/cbb/schools/baylor/",2014
"12888",10,"Ryan Seelye",2,0,2,0.5,0.5,1,0.5,0.5,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,"/cbb/schools/pittsburgh/",2017
"15589",2,"Matt Mobley",32,30,38.3,5.5,13.1,0.42,2.8,6,0.469,2.7,7.1,0.379,4.8,5.6,0.861,0.5,5.3,5.8,2.6,1.6,0.3,2.3,2.4,18.5,"/cbb/schools/st-bonaventure/",2017
"6277",5,"Matt Husek",32,29,18.8,2.6,5.3,0.482,1.3,2.2,0.606,1.2,3.1,0.394,0.4,0.5,0.706,0.3,2.2,2.4,0.8,0.5,0.7,0.6,2.1,6.7,"/cbb/schools/holy-cross/",2017
"8352",4,"Wayne Blackshear",36,36,31.4,3.7,9.3,0.395,2,4.3,0.471,1.7,5,0.331,2.6,3.3,0.78,0.9,3.3,4.3,1.2,1,0.6,1,2.6,11.6,"/cbb/schools/louisville/",2015
"15571",7,"Iakeem Alston",29,5,10.6,0.8,2.3,0.358,0.8,2.1,0.383,0,0.2,0.143,0.7,1.3,0.513,0.2,0.8,1,1.4,0.7,0,1,0.9,2.4,"/cbb/schools/st-bonaventure/",2015
"10643",9,"Frank Okeke",31,0,15.7,1.1,3.2,0.34,0.4,0.8,0.5,0.7,2.5,0.289,0.4,0.8,0.542,0.3,1.2,1.5,0.6,0.1,0.3,0.6,0.9,3.3,"/cbb/schools/new-hampshire/",2015
"2586",9,"Jamar Martin",21,4,13.7,1.4,3.2,0.448,0.6,1.1,0.522,0.9,2.1,0.409,0.5,0.7,0.714,1.1,1.9,3,0.6,0.6,0.2,0.8,2.3,4.2,"/cbb/schools/charleston-southern/",2017
"10104",11,"Ryan Shannon",3,0,7.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,NA,0,0,NA,0.3,0,0.3,0.3,0,0,0.7,0.7,0.7,"/cbb/schools/montana-state/",2015
"7123",3,"Jordan Pickett",26,8,25.8,3.1,8.1,0.384,2.2,5.3,0.417,0.9,2.8,0.319,2.3,2.8,0.819,0.3,1.4,1.8,1.7,0.8,0.1,1.5,1.6,9.4,"/cbb/schools/iupui/",2016
"18453",11,"Lynrick Moxey",13,0,6.5,0.8,1.3,0.647,0.8,1.3,0.647,0,0,NA,0.2,0.5,0.5,0.1,0.5,0.6,0.4,0.2,0,0.7,0.5,1.9,"/cbb/schools/western-illinois/",2017
"9153",6,"Chris Crawford",34,31,29.8,3,8.1,0.369,0.7,2.1,0.357,2.2,6,0.373,0.6,0.9,0.655,0.4,3.6,4,3,1.5,0.3,1.6,2,8.7,"/cbb/schools/memphis/",2014
"15329",4,"Carlos Anderson",30,20,25.1,2.7,7.1,0.38,2.5,5.6,0.438,0.2,1.5,0.159,2.1,3.1,0.681,0.7,2.3,3.1,1.4,0.6,0.1,1.9,2,7.8,"/cbb/schools/southern-illinois-edwardsville/",2017
"7154",9,"Dontaveon Robinson",31,19,20,1.4,4,0.35,1.4,3.9,0.352,0,0,0,0.5,0.8,0.68,1,0.9,1.9,0.7,0.5,0.1,0.9,2.8,3.3,"/cbb/schools/jackson-state/",2014
"9386",5,"Matt Costello",39,6,20.4,2.8,4.9,0.579,2.8,4.8,0.591,0,0.1,0,1.4,2,0.671,2,3.2,5.2,0.7,0.4,1.2,0.8,2.7,7,"/cbb/schools/michigan-state/",2015
"2422",8,"Chris Williams",22,1,9.3,1,2.6,0.386,0.7,1.3,0.536,0.3,1.3,0.241,0.4,0.5,0.8,0.3,0.3,0.6,0.1,0.2,0,0.4,0.7,2.7,"/cbb/schools/central-connecticut-state/",2017
"10615",6,"Kris Clyburn",32,22,24.4,2.5,6.9,0.364,1.7,4.2,0.41,0.8,2.7,0.291,1.5,2.1,0.701,1.5,3.8,5.3,1.3,0.7,0.2,1.1,1.5,7.3,"/cbb/schools/nevada-las-vegas/",2017
"2954",12,"Jeron Rogers",25,1,9.1,0.5,1.9,0.255,0.3,1,0.292,0.2,0.9,0.217,0.5,0.7,0.667,0.4,1.2,1.5,0.3,0.2,0.1,0.4,1,1.6,"/cbb/schools/cleveland-state/",2016
"10308",1,"Cameron Payne",35,35,32.2,7,15.3,0.456,4.6,9,0.513,2.4,6.4,0.377,3.8,4.8,0.787,0.6,3.1,3.7,6,1.9,0.5,2.5,2.1,20.2,"/cbb/schools/murray-state/",2015
"7331",8,"Yohanny Dalembert",28,1,11.7,0.7,1.5,0.463,0.7,1.5,0.463,0,0,NA,0.9,1.3,0.703,1.1,1.4,2.5,0.2,0.1,0.5,0.8,1.4,2.3,"/cbb/schools/james-madison/",2014
